Feature,ZMYND8_1,ZMYND8_2,ZMYND8_3,ZMYND8_4,AAVS1_0,AAVS1_1,AAVS1_2,AAVS1_3
ARHGEF39,806,523,653,730,550,473,754,573
IGFBPL1,0,0,0,0,0,0,0,0
DENND4C,232,147,162,178,132,199,153,283
RPS6,72759,58031,57491,61446,49121,49538,63296,51440
CNPY3,3998,2727,3123,3524,2860,2435,3189,2433
FOXP4,807,550,662,626,577,584,720,585
PPIL1,1412,1114,1149,1151,860,1097,1279,1310
KLC4,137,120,126,139,110,116,131,126
KIF13A,0,0,0,0,0,0,0,2
ZSCAN9,312,294,276,297,162,217,224,235
PIM1,4478,3129,4065,4652,2437,2136,2840,2400
GMPR,12,7,7,19,12,24,24,16
CMTR1,598,413,450,435,403,343,653,388
TFAP2A,3,0,2,0,3,1,5,3
SLC22A7,0,0,0,0,0,0,0,0
YIPF3,1440,985,1155,1189,999,877,1176,996
TMEM14B,1907,1441,1657,1652,1171,1370,1856,1597
TMEM63B,280,186,170,182,200,136,240,199
FRS3,43,15,63,68,28,27,25,18
TJAP1,496,429,532,476,423,405,515,410
CAPN11,5,2,5,3,13,6,1,2
TINAG,0,0,0,0,0,0,0,0
KIAA0319,1,0,0,0,0,0,0,5
IRF4,213,161,161,189,123,136,181,195
SLC22A23,9,20,10,9,16,1,1,6
TUBB2A,8,5,10,1,0,10,5,6
LRRC1,18,5,7,4,6,11,6,6
GCM1,1,1,5,0,1,0,0,5
FOXF2,0,0,0,0,0,0,0,0
BPHL,167,84,117,104,102,126,158,126
RIPK1,1179,878,902,980,657,701,807,761
TUBB2B,0,0,0,1,0,0,0,0
UQCC2,1324,1058,1181,1400,990,709,1137,647
HMGA1,19938,14614,17418,17869,17751,17712,20412,17083
TCF19,1773,1200,1364,1272,1119,1154,1629,1300
FLOT1,787,520,593,728,541,424,615,455
IER3,14,6,18,16,13,15,17,8
MDC1,2417,1623,1888,1888,1863,1940,2236,2061
PGBD1,137,120,60,134,73,107,124,94
ATAT1,186,122,181,159,109,134,174,173
TPMT,991,734,852,806,495,959,943,966
RNF144B,10,9,8,9,12,6,8,12
NRM,1044,747,851,924,845,798,971,700
MTCH1,2535,1892,2089,2148,1809,1567,2294,1607
VARS2,519,369,465,411,423,305,522,318
TAF8,951,530,700,679,414,539,668,568
FAM8A1,287,188,238,206,112,287,274,456
C6orf52,1,6,0,6,0,0,2,1
FGFBP2,0,0,0,0,0,0,0,0
CPEB2,1984,1257,1529,1322,1053,1912,1814,2470
FHDC1,7,5,12,15,0,5,3,16
TLR2,1985,1400,1599,1575,1365,1896,2238,2433
MGARP,0,2,0,1,3,4,0,2
TTC29,0,0,0,0,0,0,0,0
MYO7A,595,350,361,513,242,200,288,228
FCHSD2,2575,1819,1859,1872,1726,2090,2452,2623
ARRB1,2142,1450,1743,1879,2130,1660,2352,1956
SLCO2B1,0,0,0,0,0,0,0,0
THAP12,2080,1404,1551,1440,1181,2128,2187,2849
ANKRD42,430,298,335,279,231,395,454,489
IL18BP,426,300,383,353,192,214,260,228
NUMA1,5230,3453,4457,4163,4304,4098,5135,4231
CCDC90B,1051,727,889,867,645,1182,1174,1448
SYTL2,4,2,3,4,2,4,5,2
RAB30,2,3,4,6,1,8,6,6
CREBZF,706,464,618,565,300,544,526,661
LRRC32,0,0,0,0,0,0,0,0
PRCP,817,661,659,636,525,517,724,629
NARS2,731,607,599,555,442,651,774,689
RNF121,446,262,324,380,288,298,374,262
MRPL15,2464,1857,2017,2144,1771,1656,2361,1791
PI15,0,0,0,0,0,1,0,0
TTPA,0,0,0,0,0,0,0,0
GGH,1515,923,1121,1093,889,994,1413,1076
SLCO5A1,0,0,0,0,0,0,0,0
SULF1,0,0,0,0,0,0,0,0
TGS1,1406,960,1056,1007,919,1201,1418,1495
SDCBP,2312,1459,1741,1606,1222,1421,2002,1951
NEK1,239,178,208,160,137,251,215,241
DDX60,31,12,13,12,6,21,18,12
NXPE4,0,0,0,0,0,0,0,0
SORL1,807,488,613,594,465,557,787,797
TMPRSS4,0,0,0,0,0,0,0,0
BUD13,978,682,737,826,619,704,831,661
TRPC6,0,0,0,0,0,0,0,0
MMP7,0,0,0,2,1,0,0,0
DCUN1D5,1199,919,1058,1049,1006,1182,1568,1560
YAP1,0,0,0,0,0,0,0,0
TRIM29,0,0,0,2,2,0,0,0
SLC37A4,475,361,391,378,360,301,426,298
BTG4,0,0,0,0,0,0,0,0
POU2F3,0,0,0,0,0,1,0,0
RDX,920,657,590,589,463,766,684,1001
PPP2R1B,1271,787,914,802,763,922,1269,1257
FDX1,539,393,453,443,331,442,488,526
C11orf1,445,265,289,365,298,300,324,347
FXYD6,96,55,64,64,29,20,39,16
ARHGAP20,0,0,0,0,0,0,0,0
FXYD2,6,2,1,13,0,1,2,0
MMP13,0,0,0,0,0,0,0,0
TMPRSS13,15,8,6,13,10,12,17,11
CASP1,1279,856,959,924,775,799,1126,912
CASP5,0,0,0,0,0,0,0,0
ALKBH8,287,206,253,263,192,316,304,421
MAP2K5,715,648,638,699,538,570,754,725
UNC13C,0,0,0,0,0,0,0,0
SQOR,1574,1093,1107,1229,956,815,1229,854
CTDSPL2,2351,1435,1883,1515,1248,2218,2206,3099
SLTM,7500,5455,5787,5842,4054,6474,5610,7380
THBS1,48,37,31,21,16,14,25,17
MAPKBP1,246,179,200,216,251,254,293,232
NUSAP1,4352,2846,3376,3112,2323,3749,4003,4533
NDUFAF1,922,675,692,811,564,646,878,792
KIF23,1784,1277,1373,1244,1100,1550,1770,1800
ITGA11,53,25,35,38,21,32,22,42
KNL1,1222,850,887,841,579,1270,1256,1788
HAUS2,1283,905,1069,993,802,988,1180,1211
RTF1,4271,3376,3385,3442,2689,3512,3811,3834
PARP6,582,409,441,463,380,385,444,437
RPLP1,33325,27301,30482,33320,27629,18272,30249,15880
PAQR5,3,0,2,3,1,1,0,2
LRRC49,9,9,4,3,10,18,21,36
TUBGCP4,1694,1282,1426,1376,1113,1482,1659,1737
RMDN3,628,463,601,481,420,425,624,438
ITPKA,8,6,11,6,8,3,8,0
UACA,332,289,259,240,222,395,300,431
SMAD6,415,256,301,290,307,251,265,227
PLCB2,2021,1345,1711,1815,1473,1507,1898,1561
TMEM62,75,44,62,43,52,55,61,69
PAK6,37,13,25,37,17,24,60,20
ADAM10,4388,2752,3317,3048,2533,3888,4408,5230
DUOX1,0,0,0,1,0,4,0,1
SLC28A2,0,0,1,0,1,0,0,0
STRA6,0,0,0,0,0,0,0,0
CYP19A1,0,1,2,0,0,0,0,0
ZNF280D,458,358,413,402,198,444,448,588
SEMA6D,0,0,0,0,0,0,0,0
BCL2L10,117,77,63,62,47,68,70,61
RSL24D1,4595,3504,3597,3651,3163,4827,5104,5849
SPTBN5,6,2,0,2,3,0,0,2
GCOM1,2,1,0,0,0,2,0,0
GCHFR,332,244,314,334,286,227,335,203
BCAR3,5,5,5,9,4,9,18,5
TTLL7,0,0,0,0,0,4,0,1
FNBP1L,0,1,3,3,1,5,0,0
KYAT3,1064,824,920,879,610,944,1012,1222
GTF2B,1600,1126,1332,1276,955,1272,1421,1474
BRDT,0,0,0,0,0,0,0,0
RABGGTB,1318,1004,1056,1171,734,1299,1243,1456
IFI44L,0,0,2,0,0,1,1,3
GIPC2,1,0,1,0,0,0,0,0
ARHGAP29,0,0,0,0,0,0,0,1
IFI44,0,1,6,2,0,8,4,2
SLC44A5,0,0,0,0,0,0,0,0
RPL7P9,527,348,380,321,247,299,387,378
CLCA2,0,2,2,2,3,0,0,2
DNASE2B,1,0,0,0,0,0,0,0
DBT,542,351,415,447,265,355,364,469
RTCA,1171,855,967,1144,828,1082,1217,1270
IFT172,503,348,452,387,434,416,548,451
SELENOI,1229,811,959,887,679,1016,1112,1265
CGREF1,744,603,680,708,764,767,923,715
HADHB,4711,3135,3645,3576,2775,3043,3923,3586
KHK,305,221,278,298,303,225,369,276
ADCY3,2332,1548,1800,1889,1822,1422,2296,1707
PPM1B,1344,1005,1037,1080,836,1102,1114,1364
PNPT1,1955,1358,1614,1545,1333,2208,2313,2781
DYNC2LI1,263,211,229,225,129,204,273,208
LHCGR,0,0,0,0,0,0,0,0
THUMPD2,710,466,491,514,373,552,566,707
CYP1B1,188,143,145,156,101,162,132,162
SULT6B1,0,0,0,0,0,0,0,0
RAB1A,3092,2033,2427,2188,1717,2708,2909,3225
ACTR2,31081,20844,22745,22072,17034,26942,28264,35579
PREB,4518,3246,3712,3861,5151,4524,6782,4703
SLC5A6,1756,1225,1410,1336,1803,1388,2237,1551
ABCG5,0,0,0,0,0,0,0,0
PREPL,1120,626,816,718,661,1051,1230,1573
SLC3A1,0,2,0,1,3,0,6,0
EMILIN1,46,47,32,36,29,18,33,8
FBXO11,1568,1040,1368,1237,853,1753,1618,2172
SIX3,0,0,1,1,0,2,2,3
ATRAID,2301,1659,1757,1893,1420,1302,1746,1307
CENPO,1172,778,1001,818,885,714,992,757
LRPPRC,9098,6098,7190,6491,6102,8719,10768,11039
TRIM54,0,0,0,0,0,0,0,3
DTNB,8,5,4,6,4,6,4,6
ACTR1A,3092,2101,2588,2478,2136,1875,2631,1988
CYP2C9,0,0,0,0,0,0,0,0
MFSD13A,243,150,205,201,164,180,196,156
CYP2C8,5,0,3,2,1,2,2,0
MYOF,79,41,86,80,89,81,137,113
LOXL4,0,0,0,0,3,0,4,0
STAMBPL1,6,7,4,7,7,6,11,5
CH25H,0,0,0,0,1,0,0,0
LBX1,0,0,0,0,0,0,0,0
ATAD1,830,590,795,658,643,869,1033,1193
BTBD16,0,0,0,0,0,0,0,0
KIF11,3373,2320,2653,2356,1906,3206,3158,3995
CUZD1,4,13,0,2,3,5,1,7
TACC2,237,130,162,168,144,125,179,144
DUSP5,125,114,90,110,80,82,84,83
CALHM2,310,189,243,245,199,153,238,225
ARL3,224,162,150,144,147,178,182,198
CEP55,1102,883,894,809,655,1068,1061,1500
KIF20B,2572,1924,2101,1822,1547,3446,2616,4458
ENTPD1,125,113,104,134,89,102,125,132
EXOC6,716,552,615,495,391,615,717,746
PLCE1,92,66,53,62,72,56,58,81
RBP4,0,0,0,0,0,0,0,0
DBR1,741,519,543,575,433,457,661,620
DNAJC13,1346,864,942,839,839,1070,1258,1362
GPR87,0,0,0,0,0,0,0,0
ANXA7,1490,922,1061,1141,801,957,1152,1086
FAM149B1,883,687,688,606,432,635,837,912
ASCC1,839,571,657,624,560,558,761,583
PLA2G12B,0,0,0,0,0,0,0,0
ZNF365,0,0,0,0,0,0,0,0
OIT3,4,0,1,0,0,0,1,0
ADAMTS14,63,40,63,77,25,28,26,27
RPS24,50362,41527,40236,46202,33693,38796,42006,39637
TET1,36,14,29,23,23,56,56,52
DNA2,421,246,271,305,266,366,399,466
MYPN,0,0,0,0,0,0,0,0
AOX1,16,8,8,10,4,12,5,4
ATIC,4727,3234,3624,3315,3331,3615,4499,4248
SMARCAL1,745,520,550,508,588,483,726,521
BARD1,842,516,570,543,311,665,710,765
STAT4,0,0,0,0,0,4,1,1
MSTN,0,0,2,0,0,2,0,0
CARF,218,153,182,139,100,137,208,178
ASNSD1,1619,1153,1381,1428,1062,1722,1726,2077
METTL5,924,645,669,670,558,890,984,1093
SSB,7524,5208,5930,5865,4295,8254,6978,9337
NAB1,487,319,345,325,238,395,400,468
CDK15,10,8,13,2,5,6,2,13
PPIG,5304,4692,4750,4822,3454,6571,4935,7694
FASTKD1,1104,808,999,1020,765,1285,1281,1479
MDH1B,4,0,3,3,4,2,8,2
HECW2,1,2,2,4,5,3,5,8
IDH1,3972,2688,3183,3032,2086,2479,3051,3254
OLA1,5157,3828,3961,3681,3135,5381,5060,6414
CIR1,1699,1394,1401,1562,1020,1507,1468,1813
ITPRID2,2063,1430,1668,1513,1186,1861,1951,2295
CHRNA1,0,0,0,0,0,0,0,0
FAM117B,554,398,459,419,392,526,573,742
WDR12,2959,1857,2162,1943,1810,2350,3132,2777
ABI2,530,343,406,422,413,479,535,580
ITGAV,97,47,54,64,44,69,50,85
SLC40A1,0,0,2,0,1,1,0,1
SLC35A5,631,405,540,460,381,631,740,916
SLC49A4,41,36,53,34,42,60,62,57
SENP7,201,148,199,162,127,286,243,278
CCDC54,0,0,0,0,0,0,0,0
COX17,1020,832,839,1036,603,805,787,778
PARP9,234,152,135,147,119,157,166,187
MNS1,265,210,224,206,134,348,251,351
USP8,1844,1306,1407,1411,1199,1806,1831,2278
SECISBP2L,408,252,324,276,207,347,360,542
TMOD3,2022,1360,1414,1348,1207,1575,1794,2180
SPPL2A,1017,689,786,804,504,737,917,862
GLCE,455,280,353,377,305,397,411,525
SHF,5,9,11,3,6,4,9,2
APH1B,556,319,438,393,258,357,409,439
INTS14,1312,876,982,1018,867,968,1160,1039
CILP,0,0,0,0,0,0,0,0
PARP16,126,71,104,73,77,82,104,102
PPCDC,227,169,192,214,151,114,172,112
HCN4,0,0,0,0,0,0,3,0
SEMA7A,160,135,145,192,161,127,163,142
UBL7,1073,715,811,909,788,580,1007,621
ARHGAP24,6,6,5,7,5,4,4,4
FAM13A,11,3,14,22,3,4,12,12
HERC3,669,424,520,437,408,534,552,730
HERC6,79,55,81,65,13,48,65,55
HERC5,68,44,47,52,46,87,98,121
PCDH10,0,0,0,0,0,0,0,0
NDST4,0,0,0,0,0,0,0,0
ZGRF1,269,217,251,214,172,286,295,359
AP1AR,283,216,228,226,186,283,317,374
COPS4,1548,1112,1156,1157,891,1056,1326,1210
HNRNPD,18398,13002,14011,14540,11723,17459,15798,17960
PRKG2,0,0,0,0,0,0,0,0
RASGEF1B,4,7,5,1,5,16,6,9
SEC31A,3760,2418,2770,2567,2501,3308,3766,3930
FGF5,0,0,0,0,0,0,0,0
GPAT3,1,0,1,0,2,4,1,7
IL21,0,0,0,0,0,0,0,0
FGF2,0,0,0,0,0,1,0,0
BBS7,102,62,82,132,103,119,115,179
KIAA1109,720,453,599,490,404,558,637,738
BMPR1B,3,2,1,0,0,1,0,1
RAP1GDS1,1707,1393,1616,1517,1305,1750,2014,2234
LARP1B,652,499,595,562,440,782,727,880
MMRN1,0,0,0,0,0,0,0,0
PDE5A,4,4,2,6,4,7,6,20
PRDM5,2,6,3,3,6,0,2,4
TRPC3,0,0,0,0,0,0,0,0
NAAA,711,529,545,572,505,436,628,554
NUP54,1156,830,895,837,660,969,1056,1159
CXCL9,0,0,0,0,1,0,0,0
BMP2K,606,337,497,425,348,575,492,693
G3BP2,5188,3146,3740,3407,3270,5169,5482,6767
SEPTIN11,2803,1765,1960,1893,2033,2727,3230,3591
FRAS1,0,0,0,0,0,0,0,0
SCARB2,565,309,374,351,309,425,549,472
CCNG2,243,168,220,187,136,233,255,333
CNOT6L,1484,1043,1091,1014,925,1465,1495,1849
USO1,2585,1911,1910,1687,1623,2442,2896,3348
CDKL2,1,0,3,2,0,0,0,0
SHROOM3,0,0,0,0,1,1,0,0
ANXA3,2,0,0,0,0,0,0,0
PPA2,2956,2079,2511,2502,1665,2428,2784,2654
CENPE,1583,1005,1196,1042,699,1646,1366,2271
GSTCD,484,306,268,292,247,366,419,489
INTS12,838,545,683,578,501,550,771,673
ENPEP,0,0,0,0,0,0,0,0
CASP6,343,196,243,253,160,206,242,230
LEF1,0,6,0,0,0,0,0,0
HADH,1920,1379,1471,1423,1222,1287,1790,1328
EGF,1,0,0,0,0,0,0,0
PAPSS1,1074,782,861,879,618,883,1053,945
SEC24B,446,280,358,356,299,468,549,648
C4orf17,0,0,0,0,0,0,0,0
PPP3CA,1417,865,943,952,888,1275,1179,1706
SLC39A8,1225,900,1011,950,844,1390,1386,1983
MTTP,0,0,0,0,0,0,2,0
FBN2,0,0,0,0,0,1,1,1
MAPK8IP3,563,414,609,651,408,371,451,315
RGS3,41,16,18,41,20,31,28,29
GUCD1,3201,2254,2669,2739,2612,2138,3087,2463
RNF185,756,482,633,556,448,467,701,543
SHISAL1,7,4,1,7,3,3,14,8
PARVG,7289,5316,5764,6445,5479,4621,6194,4592
B4GALNT3,12,5,2,3,5,5,6,3
PDE6H,0,0,2,0,0,0,0,0
ERP27,88,66,74,82,21,46,42,44
ETV6,3703,2757,2971,3001,2450,2950,3358,3509
GABARAPL1,76,60,67,71,42,43,36,42
KIF21A,1,13,11,11,3,14,7,10
CPNE8,299,223,262,271,112,210,263,340
YARS2,643,458,557,537,446,451,610,547
FGD4,18,8,19,7,4,9,11,19
ALG10,140,74,115,92,85,107,124,192
PIK3C2G,0,0,0,0,0,0,0,0
SINHCAF,2433,1653,1908,1824,1696,2761,2846,3485
AEBP2,777,569,682,630,543,1038,870,1271
SLCO1C1,0,0,0,0,0,0,0,0
ETFBKMT,24,23,27,24,16,43,19,35
ETNK1,1264,831,947,913,635,1220,1206,1618
ZCRB1,1493,1232,1236,1303,938,1337,1291,1634
TMEM117,31,21,19,37,34,40,35,36
PRICKLE1,1060,706,770,763,650,627,673,803
C1RL,960,731,747,779,574,555,743,615
NDUFA9,1929,1228,1434,1463,974,1182,1587,1328
CLSTN3,171,147,147,187,118,104,158,170
KLRG1,31,8,12,18,8,7,16,29
VAMP1,103,82,104,86,62,83,89,73
TAPBPL,373,200,231,220,173,172,292,168
CD27,0,1,0,1,0,0,0,1
RBP5,3,1,2,7,0,0,1,0
PEX5,727,490,557,611,653,479,793,522
PIANP,6,0,1,3,7,0,1,4
SLC38A4,0,0,0,0,0,1,0,1
AMIGO2,0,0,0,0,0,0,0,0
SCAF11,4841,3253,3778,3363,2747,4464,4607,5693
COL2A1,0,1,0,0,0,0,0,0
PPFIA2,0,0,0,0,0,0,0,0
ANP32D,1,0,0,0,0,0,0,0
LLPH,2990,2081,2177,2264,1772,2393,2381,2625
RPL14P1,130,84,111,105,104,93,143,99
LRIG3,0,0,0,0,0,0,0,0
MARCHF9,137,110,116,117,144,131,202,143
INHBE,5,1,3,2,3,0,6,1
GLIPR1,1603,989,1072,1099,906,1329,1342,1655
TPH2,0,0,0,0,0,0,0,0
PHLDA1,254,163,203,161,210,425,416,515
TMEM19,441,301,269,313,304,381,451,420
LGR5,0,3,0,0,0,0,0,0
DUSP6,1783,1133,1330,1317,1119,1857,1811,2155
POC1B,479,315,341,367,220,438,471,543
TMTC3,87,48,81,66,67,102,69,129
LUM,0,0,0,0,0,0,0,0
KERA,0,0,0,0,0,0,0,0
SNRPF,3591,2877,2944,3281,2363,2705,3080,2681
AMDHD1,8,3,9,2,3,2,2,0
NEDD1,351,214,223,242,211,360,372,427
SYCP3,3,0,0,1,0,0,0,0
ASCL1,0,0,0,0,0,0,0,0
GAS2L3,262,154,243,197,129,246,237,297
TMEM132B,0,0,1,0,0,0,0,1
SLC15A4,374,304,317,276,250,379,457,406
TDG,2905,2059,2238,2206,1757,2774,2584,3306
RITA1,917,735,788,798,717,646,908,665
SDSL,85,91,99,106,70,38,89,58
MMAB,1338,1123,1218,1490,1010,860,1118,778
GLTP,400,255,336,297,251,293,335,337
GIT2,2604,1663,1851,1906,1384,1633,2027,2001
TCHP,903,770,925,842,688,707,817,738
FAM222A,73,75,82,84,76,50,100,54
FOXN4,0,0,0,0,0,0,0,0
NUP58,1718,1067,1374,1273,1038,1746,1880,2450
MTMR6,821,569,597,520,489,926,931,1016
SLC46A3,147,124,168,122,100,195,170,186
SLC7A1,4376,2787,3234,3002,3260,3652,4470,4266
PDX1,0,0,0,0,0,0,0,0
LNX2,222,122,151,143,111,163,178,215
SUOX,558,364,443,439,270,271,395,344
CCDC65,26,10,14,25,10,18,14,9
SLC39A5,0,0,0,2,0,0,0,0
TARBP2,548,347,430,437,421,305,469,290
RDH16,0,1,1,1,2,0,0,0
DHH,0,0,0,1,0,0,0,0
ACVRL1,142,69,106,89,88,105,125,86
GPR84,16,12,10,15,11,5,19,17
NPFF,0,1,0,3,0,3,1,0
NABP2,1447,1021,1131,1166,1018,1009,1325,1003
N4BP2L1,903,646,797,685,561,841,757,963
CELA1,19,10,5,4,2,9,7,3
SMARCC2,3052,1949,2349,2210,2238,2487,3053,2928
BRCA2,1106,856,924,887,555,1184,991,1459
KANSL2,965,742,725,763,443,483,647,475
CERS5,1055,799,949,990,668,882,1011,907
MAP3K12,44,24,25,31,40,16,32,22
ITGB7,1242,880,1004,926,968,674,1312,849
GALNT6,500,348,342,459,431,358,546,480
CSAD,41,17,39,39,16,13,26,10
LMBR1L,190,163,189,198,148,99,165,97
C12orf10,807,561,680,670,586,507,738,517
ESYT1,5485,3539,4071,4388,4241,3436,5650,3876
TMBIM6,15869,10946,12386,12115,10354,10760,14835,12461
ANKRD52,1872,1168,1383,1236,1538,1418,1823,1603
ZNF740,954,706,854,829,681,525,674,665
SMIM2,0,0,0,0,0,0,0,0
WDFY2,2107,1646,1680,1627,1364,1648,1927,1988
HNRNPA1L2,307,219,283,257,169,189,242,232
LPAR6,25,14,10,7,5,17,16,13
ESD,2715,1970,1985,2058,1621,1991,2403,2335
RB1,2530,1633,1916,1746,1548,2371,2442,3548
SBNO1,3867,2854,3026,3054,2516,3768,3814,4483
MORN3,10,10,6,8,1,2,2,12
SETD1B,1641,1080,1447,1331,1493,1339,1601,1375
VPS33A,1220,852,953,1011,858,977,1220,1122
VPS37B,660,481,549,504,486,441,598,472
RHOF,399,352,410,415,382,259,593,373
DENR,2253,1598,1885,1823,1492,2371,2287,2946
DIAPH3,770,470,567,463,438,680,708,907
SLAIN1,5,1,2,0,14,14,5,14
RBM26,1888,1354,1610,1433,1146,2121,1873,2700
SRRM4,0,0,0,0,0,0,0,0
METTL21C,0,0,0,0,0,0,0,0
MBNL2,0,0,0,0,0,1,4,0
ZIC5,0,0,0,0,0,0,0,0
ABHD13,554,395,480,433,324,646,507,900
RAB20,432,370,404,431,255,237,284,251
GRTP1,7,1,1,2,4,3,4,3
CUL4A,2381,1684,1879,1728,1546,2080,2534,2477
TTC6,0,0,0,0,0,0,0,0
SSTR1,0,0,0,0,0,0,0,0
CDH24,50,43,39,51,70,38,55,31
REM2,1,2,1,4,2,4,0,3
CBLN3,8,0,9,7,7,3,9,2
TSSK4,30,13,27,14,22,16,23,15
NOVA1,0,0,0,0,0,0,0,0
FITM1,4,5,2,4,9,3,4,2
MDGA2,11,0,3,9,2,0,8,5
TMX1,3223,1961,2289,2118,2045,2680,3223,3668
FRMD6,0,1,0,0,0,0,0,0
PELI2,412,224,341,277,189,359,356,497
RTN1,0,2,0,0,0,0,1,0
ARMH4,23,14,9,13,14,4,35,15
SYT16,0,0,0,0,0,0,0,0
SLC38A6,77,42,80,69,43,90,88,108
NAA30,274,239,237,222,181,302,327,460
ADAM21,5,0,11,3,3,0,4,0
RDH12,0,0,6,1,3,1,0,2
DCAF5,1515,1072,1259,1310,886,1003,1187,1247
RAB15,38,24,37,14,37,31,21,20
WDR89,575,378,442,468,290,485,512,645
ESR2,0,0,0,0,0,0,1,1
KCNH5,0,0,0,0,0,0,0,0
STON2,140,110,128,164,52,60,62,77
EFCAB11,262,159,189,190,169,168,209,203
GPR65,130,68,90,83,68,138,111,136
PTGR2,198,129,158,142,120,208,185,231
JDP2,228,200,195,232,136,176,172,157
AK7,2,6,7,6,5,8,11,7
FAM181A,0,0,0,0,0,0,0,0
SLC24A4,29,7,13,17,12,7,5,3
FBLN5,0,0,0,0,0,0,0,0
SERPINA10,0,0,0,0,0,0,0,0
CLBA1,89,89,79,63,73,68,85,93
WARS1,4398,3034,3506,3505,2964,3273,4561,3617
SLC25A47,0,3,0,0,0,0,0,0
WDR20,485,365,362,358,269,333,345,345
NIPA2,3091,2029,2485,2122,2265,2998,3595,3971
SLC12A6,1563,876,1013,1076,690,911,1016,1126
DUOXA1,0,0,0,0,0,0,0,2
MFAP1,1622,1125,1261,1230,1019,1148,1406,1328
TCF12,1827,1222,1325,1279,1078,1410,1888,2025
SORD,1818,1238,1396,1386,1359,1533,1909,1672
SERF2,11459,8686,9927,11405,8780,7091,9961,6230
ZSCAN29,908,585,720,632,516,688,665,839
DUOXA2,0,0,0,0,0,0,0,0
DUOX2,0,0,0,0,0,0,0,0
LYSMD2,112,99,128,101,77,130,153,127
SLC27A2,111,59,72,66,103,136,158,187
FGF7,0,4,0,0,0,0,1,0
HDC,3,2,4,5,2,2,12,6
GCNT3,0,0,1,0,0,0,2,1
BNIP2,3441,2132,2559,2307,2049,3190,3508,4164
GTF2A2,1623,1181,1250,1313,912,1188,1373,1411
SRP14,5757,4445,4524,4597,3704,4647,5402,5493
BAHD1,1151,849,1002,1123,1012,763,1234,909
DISP2,47,26,28,29,50,28,39,23
CDAN1,569,443,470,554,349,309,513,396
TLE3,1613,1183,1461,1498,1295,1153,1403,1268
ANP32A,14353,10179,11138,11273,9349,11666,12663,12959
COMMD4,1649,1279,1447,1460,1137,801,1341,861
UBE2Q2,1241,827,965,821,718,1057,1232,1373
PSTPIP1,153,111,187,181,91,91,110,86
ETFA,4351,3140,3237,3180,2611,3000,3813,3689
BCL2A1,9,6,8,3,1,2,2,4
HMG20A,1060,635,670,754,662,690,904,909
SCAPER,213,207,185,221,148,176,228,273
TSPAN3,2979,1934,2006,2015,1682,2102,2339,2441
WDR61,1721,1230,1340,1446,1130,1173,1527,1086
NCOA2,407,235,331,228,282,364,457,494
NEIL1,59,71,66,68,37,54,57,46
MAN2C1,1007,647,902,885,770,537,870,505
DNAJA4,979,749,757,784,631,724,847,838
TLNRD1,348,257,290,224,287,280,322,288
TPM1,182,143,117,129,138,112,139,210
IGF1R,588,414,437,424,451,495,609,536
ARRDC4,238,196,195,200,175,303,283,326
PIF1,81,73,74,79,40,38,53,33
USP3,2010,1457,1617,1621,1210,1773,1927,2043
CYP11A1,0,0,0,0,0,0,0,0
BBS4,194,188,220,201,151,145,226,174
PML,1026,727,812,850,761,636,900,752
CYP1A1,9,3,10,5,7,6,12,1
ADAMTS17,9,8,11,5,9,10,18,6
LINS1,221,178,171,201,147,197,209,238
ULK3,1094,750,933,973,784,580,1004,579
GOLGA6D,0,0,0,0,0,0,0,0
PCSK6,16,7,9,12,5,7,5,5
CCDC33,0,0,0,0,1,0,0,0
CELF6,0,3,10,0,1,13,2,1
SCAMP2,2868,1927,2495,2413,1872,1819,2553,1869
CYP1A2,0,0,0,0,0,0,0,0
LMAN1L,0,0,0,0,0,0,4,0
HAPLN3,18,16,19,27,29,19,28,25
RHCG,0,0,0,0,0,0,0,0
POLG,1861,1111,1353,1418,1362,1070,1612,1268
RLBP1,0,0,0,0,0,0,0,0
FANCI,2718,1652,2065,1770,1656,1748,2469,2094
ABHD2,1597,1081,1176,1143,1185,1264,1643,1539
WDR93,9,9,16,15,4,2,7,4
TICRR,601,396,403,496,434,453,591,539
NTRK3,104,80,96,103,75,89,83,99
DET1,181,192,176,107,141,88,175,173
MFGE8,12,12,11,11,7,7,20,8
ZNF710,450,256,341,349,347,301,412,292
UNC45A,1418,980,1157,1313,1120,968,1354,941
ST8SIA2,0,0,0,0,0,0,0,0
MCTP2,0,0,0,0,0,0,0,0
FURIN,2683,1779,2317,2200,1950,1634,2478,1694
IQGAP1,5324,3149,3922,3303,3933,5304,6020,6939
CRTC3,435,294,372,338,373,325,497,425
EFL1,1264,804,892,927,824,947,1094,966
SH3GL3,0,1,0,0,0,0,0,0
SEC11A,2946,2286,2325,2339,1737,1907,2515,2292
SEPTIN12,0,0,0,0,0,0,0,0
GLYR1,3976,2632,3217,3155,2861,2986,3535,3230
PMM2,1476,1127,1205,1238,1063,1175,1412,1101
SLC5A2,28,15,0,21,0,2,0,7
ITGAX,264,178,261,292,110,130,90,93
TGFB1I1,4,0,7,6,0,2,2,0
C16orf58,1383,953,1216,1285,1165,1005,1214,925
ARMC5,749,547,687,706,584,480,694,345
PARN,2132,1346,1488,1488,1283,1528,1810,1757
FTO,1070,701,886,755,654,865,954,893
UQCRC2,6136,4341,4740,4670,3784,3902,5700,4758
