mr74.MV411_IRF2BP2.DMSO_2h.r1,mr75.MV411_IRF2BP2.DMSO_2h.r2,mr76.MV411_IRF2BP2.DMSO_2h.r3,mr77.MV411_IRF2BP2.DMSO_2h.r4,mr78.MV411_IRF2BP2.DMSO_6h.r1,mr79.MV411_IRF2BP2.DMSO_6h.r2,mr80.MV411_IRF2BP2.DMSO_6h.r3,mr81.MV411_IRF2BP2.DMSO_6h.r4,mr82.MV411_IRF2BP2.VHL_2h.r1,mr83.MV411_IRF2BP2.VHL_2h.r2,mr84.MV411_IRF2BP2.VHL_2h.r3,mr85.MV411_IRF2BP2.VHL_2h.r4,mr86.MV411_IRF2BP2.VHL_6h.r1,mr87.MV411_IRF2BP2.VHL_6h.r2,mr88.MV411_IRF2BP2.VHL_6h.r3,mr89.MV411_IRF2BP2.VHL_6h.r4,genes
9,14,10,1,9,17,14,14,10,39,24,19,9,11,12,9,GLIPR2
4,4,0,0,0,1,0,0,2,2,2,6,0,0,0,0,SLC25A51
83,124,39,241,88,130,61,125,257,145,71,161,72,101,63,57,CLTA
3,0,0,2,4,2,0,4,0,2,1,0,0,1,0,2,RECK
0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,TAF1L
12,16,21,15,0,28,0,24,27,15,17,22,12,9,7,13,ACO1
84,61,73,38,36,92,46,68,134,94,102,101,39,30,13,34,DCAF10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,KIAA1549
164,78,46,107,86,95,142,121,208,151,127,173,99,19,40,64,TRIM24
150,168,196,223,76,196,130,263,247,304,99,286,120,129,66,163,CYREN
0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,CALD1
154,196,0,220,54,316,174,272,260,330,92,356,148,190,190,140,PLAU
1975,723,1630,639,2763,1504,4179,1484,5073,1567,3531,2878,3668,311,3262,1383,SRGN
7,2,0,6,3,2,4,9,16,10,7,14,1,1,8,3,CISD1
0,3,0,0,18,9,30,0,0,3,0,24,12,6,30,12,EGR2
14,12,0,20,11,20,12,22,18,27,11,17,14,8,11,8,ECD
28,16,4,16,18,28,34,30,42,22,26,36,20,16,26,2,P4HA1
10,10,5,2,1,16,8,18,19,16,3,14,14,12,11,5,SLC25A16
178,90,95,42,22,204,100,138,100,141,60,113,32,90,72,44,ZWINT
134,56,29,90,42,101,162,140,115,147,100,122,61,48,71,98,VPS26A
0,5,0,0,0,10,9,10,8,12,16,21,13,13,6,23,RBM19
12,26,19,34,11,58,59,60,35,67,20,32,38,40,17,23,CIT
4,1,0,3,1,3,2,2,14,2,1,0,0,1,4,0,IFT81
0,1,0,0,0,1,0,1,0,0,1,2,0,1,1,1,ACADS
89,29,55,107,30,42,21,57,78,63,59,103,44,19,4,67,HVCN1
17,9,0,27,2,21,12,20,33,53,22,39,14,18,11,15,DDX54
258,142,135,112,150,208,163,219,321,263,231,320,87,76,92,118,MED13L
11,2,0,2,6,14,10,10,12,2,6,14,14,0,8,1,CDKN2C
38,33,5,25,33,61,33,46,60,44,55,53,33,10,22,19,RNF11
2,2,0,0,0,8,6,0,0,0,0,0,0,0,0,0,RASSF8
0,0,0,2,0,3,0,0,1,4,3,0,0,3,4,1,BHLHE41
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,SSPN
18,5,5,5,1,20,10,16,11,24,10,13,13,5,5,0,ITPR2
34,15,17,22,17,26,27,20,50,46,55,56,14,6,22,18,CCDC91
24,9,2,23,12,47,36,24,65,34,32,43,17,2,26,9,WWP1
4,5,4,8,8,7,24,13,2,17,4,27,24,10,5,8,ACOT9
4,0,0,0,6,3,1,5,5,0,0,0,1,1,4,7,PRDX4
73,132,57,201,143,195,140,190,165,185,91,209,75,155,89,115,DDX39A
1,11,0,6,0,2,14,13,3,8,0,9,5,5,5,4,PKN1
125,234,28,282,133,270,218,321,245,387,253,370,137,191,190,179,TRIR
43,79,32,80,33,49,2,52,51,60,34,67,50,64,33,33,ADGRE5
4,16,0,10,2,3,1,19,10,20,9,28,8,18,5,14,WDR83
14,1,0,18,1,25,3,28,6,9,6,26,10,21,0,5,GIPC1
12,0,2,0,0,16,12,10,26,8,18,18,0,6,4,0,SPRYD7
28,4,0,36,12,34,64,15,38,30,57,63,26,31,24,25,EBPL
0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,ATP7B
40,17,4,20,12,23,21,26,40,33,35,34,16,9,11,13,ZC3H13
65,42,62,28,36,54,52,72,86,48,68,107,42,31,39,61,NLN
28,17,0,7,4,17,22,1,21,16,8,27,0,3,5,0,CENPK
0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,OPTN
154,129,161,126,113,216,212,158,234,212,234,322,141,130,176,106,ATF1
36,21,6,56,3,32,19,45,46,39,30,37,18,16,26,21,TSFM
30,2,0,0,12,2,60,18,12,7,0,38,24,12,14,1,ARHGAP9
158,157,7,149,81,273,190,240,215,245,159,254,139,141,107,143,NCKAP1L
5,0,0,9,2,9,1,8,16,30,12,10,14,32,53,25,MMP19
44,20,4,185,40,64,72,59,87,88,36,82,32,60,42,97,PFDN5
31,10,0,17,16,14,11,21,10,22,7,13,0,18,10,0,SPATS2
4,14,0,33,12,19,3,16,19,34,1,15,1,5,3,3,ORMDL2
0,8,0,16,0,15,0,16,0,0,0,6,12,19,3,3,NR4A1
9,4,0,37,5,17,5,8,10,16,3,6,3,8,10,7,PDE1B
73,92,6,160,74,120,84,119,91,160,85,158,26,43,25,40,CDK2
0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,LRP1
4,2,0,0,0,2,4,4,0,0,0,2,0,0,1,6,HOXC11
2,11,8,22,0,4,9,17,9,16,4,35,5,7,2,11,ATG101
45,54,17,86,28,76,31,94,68,118,57,122,48,16,22,24,NFE2
33,29,3,38,17,55,20,72,39,60,45,76,14,28,17,40,IKZF4
53,15,0,79,0,50,21,46,32,68,34,53,23,18,9,21,SMUG1
401,421,107,566,163,541,319,455,482,577,356,657,194,241,234,229,TUBA1B
27,24,5,9,11,25,21,30,55,87,74,43,5,19,26,15,EEF1AKMT3
61,76,0,17,67,68,74,39,79,90,57,83,65,72,30,74,KBTBD4
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,SARDH
66,55,22,55,11,82,11,112,96,69,32,31,10,18,44,38,ATPAF1
35,83,0,83,19,53,24,80,90,60,38,48,47,24,39,12,STIL
104,36,101,45,29,61,44,48,63,46,33,50,23,10,5,25,HJURP
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,COL10A1
1017,689,515,401,564,885,941,1015,1683,1224,1099,1537,767,380,728,674,AMD1
16,9,3,16,5,11,6,6,17,18,32,32,10,1,14,6,NDUFAF4
99,39,6,40,56,55,83,39,74,80,51,75,21,14,10,33,USP45
351,288,36,243,396,426,552,468,507,330,309,366,288,210,261,192,MORF4L2
73,35,33,15,31,40,49,51,87,53,50,47,20,12,14,20,FAM199X
21,8,4,13,8,20,17,11,23,29,17,31,11,3,10,19,RAB9A
30,26,12,36,14,48,20,71,75,55,38,69,45,29,27,34,METTL8
1,7,0,0,3,4,2,3,2,8,1,0,2,3,5,0,TTC21B
7,0,0,1,18,3,4,5,4,6,14,1,6,2,3,3,NMI
2,0,0,0,1,1,0,0,4,1,0,0,1,0,0,0,ACVR1C
117,34,48,37,38,69,61,81,127,123,126,101,49,20,54,38,BAZ2B
46,71,8,63,37,84,33,84,90,127,57,84,30,49,30,27,SLC36A1
8,2,0,10,2,5,7,7,4,9,7,10,4,3,0,4,LPGAT1
0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,BATF3
0,1,0,2,1,2,0,0,0,0,0,1,0,0,0,0,G0S2
7,2,0,17,0,10,1,4,1,10,5,4,2,1,5,8,KCNJ2
82,36,74,15,63,33,82,81,124,115,75,145,55,12,57,78,RAP2C
121,66,31,88,64,70,82,115,129,113,78,112,63,31,49,53,EXOSC9
0,5,6,6,8,5,4,15,4,4,1,2,5,1,4,0,PLA2G12A
2,7,16,5,5,2,1,3,2,5,1,17,2,2,1,1,B9D2
2,4,0,0,11,4,4,4,0,12,2,26,4,8,4,1,COQ8B
3,0,0,1,0,1,0,1,0,0,0,4,0,1,0,0,PFKFB2
5,0,0,1,13,0,2,0,1,0,4,0,3,0,0,0,RAB38
6,7,0,0,0,0,0,2,0,5,13,8,0,1,1,2,GPR83
173,174,74,153,97,182,73,195,205,324,177,274,106,107,62,61,AGO2
5,7,7,3,0,3,4,20,7,20,7,11,10,9,4,2,MXD4
45,19,13,86,67,44,95,36,76,46,20,46,70,33,63,24,CKS2
23,19,64,24,16,23,38,45,45,29,35,62,9,12,37,12,ACSL3
1,6,6,9,0,4,8,5,2,3,8,7,0,0,2,0,CHPF
13,34,21,16,3,25,17,34,33,26,31,33,12,33,20,13,DNPEP
0,0,0,0,2,4,0,0,0,2,6,0,0,0,0,4,OBSL1
8,2,0,11,0,3,0,6,0,3,0,2,3,2,0,1,SLC12A4
0,0,0,0,0,6,0,1,2,16,0,6,8,4,15,4,ENKD1
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,CTCFL
6,1,8,1,6,4,2,9,1,1,0,9,8,4,2,6,FAM210B
1,0,0,6,0,0,0,1,2,0,0,2,0,0,0,5,SNX21
15,24,4,26,13,30,23,48,38,45,29,31,10,14,7,17,TTPAL
159,125,148,119,113,235,150,211,184,171,135,192,157,100,112,154,PREX1
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,SLC12A5
11,7,0,1,11,3,4,9,7,15,5,16,4,3,1,7,SDC4
92,67,15,57,32,86,16,102,101,122,64,123,31,25,45,29,NCOA3
55,39,15,44,31,73,37,74,66,80,30,104,73,62,51,67,PIGT
22,52,10,34,16,37,33,32,49,76,19,52,27,9,2,19,NCOA5
105,91,60,150,46,84,56,83,119,141,85,141,47,39,40,63,VAPB
18,1,0,1,6,8,6,9,3,5,4,12,1,0,4,1,PARD6B
54,49,27,186,71,58,45,73,76,70,42,96,26,38,58,11,ATP5F1E
25,26,12,17,18,42,31,43,54,57,44,48,21,6,9,13,CHD6
17,9,0,2,0,5,3,5,5,19,3,19,2,3,0,0,PLCG1
0,3,0,0,6,2,0,3,0,6,2,2,2,4,2,0,TOX2
663,369,174,458,488,731,688,724,849,842,511,737,524,420,412,443,SRSF6
88,38,29,29,30,71,66,70,69,80,55,69,36,18,48,14,ARFGEF2
72,104,2,74,26,97,50,104,148,170,118,148,54,72,46,82,ZNFX1
32,28,22,30,24,32,24,46,72,66,38,34,12,10,24,14,CSE1L
59,65,20,49,16,80,46,67,92,114,22,131,49,60,35,80,TMEM189-UBE2V1
109,50,48,66,27,73,44,76,130,104,70,135,62,27,40,42,RAB22A
231,153,50,156,78,176,141,150,219,281,159,250,57,105,102,187,STAU1
7,8,0,13,0,3,2,5,3,5,1,3,2,1,2,7,SNAI1
21,17,24,10,13,15,33,14,33,29,21,35,8,9,18,3,MOCS3
146,102,37,75,65,168,88,160,97,199,137,75,82,51,49,73,STX16
0,0,0,2,0,4,4,6,2,0,0,8,0,2,0,0,PMEPA1
204,168,5,186,91,238,100,234,274,278,178,284,109,140,110,91,RNF114
12,27,0,9,3,25,9,36,33,35,5,28,13,31,8,3,DDX27
0,0,0,3,0,0,2,1,0,10,0,0,1,1,0,0,BCAS4
0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,NEURL2
137,140,23,202,91,170,114,181,274,221,156,214,120,113,121,79,MTRR
65,68,22,73,37,47,53,88,149,88,80,119,45,26,35,27,FASTKD3
70,130,15,117,39,192,125,146,102,127,91,162,144,90,75,45,PEPD
5,11,0,4,9,5,0,4,7,7,1,13,2,9,4,0,IQSEC2
4,6,0,10,0,7,0,4,0,0,0,2,6,1,5,0,VAMP7
0,3,0,2,6,6,0,5,10,10,2,0,8,0,2,1,ENSG00000124333_PAR_Y
57,66,10,102,27,82,75,61,62,113,69,108,46,43,30,26,STAMBP
0,1,0,12,0,7,0,11,7,8,0,0,0,4,1,0,NAGK
0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,MCEE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,PAIP2B
90,20,16,20,57,43,25,30,77,73,42,86,24,9,15,26,SNRNP27
13,3,3,3,4,11,12,10,10,13,10,6,6,6,7,4,MPHOSPH10
0,3,0,0,9,13,0,12,9,0,2,9,9,5,0,6,ATP8A1
536,755,155,634,268,787,462,809,752,980,496,969,380,512,319,272,USP22
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,POF1B
53,39,108,102,30,56,51,82,46,89,82,124,28,35,45,21,ZNF576
87,74,13,87,38,77,33,92,110,86,73,77,37,34,46,57,ZNF45
37,12,12,41,25,29,29,19,64,32,37,39,19,13,31,5,USP9X
158,137,38,104,105,180,123,184,165,219,180,233,116,103,77,123,TRERF1
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,PACSIN1
6,7,0,19,21,31,31,27,27,16,18,34,4,17,9,26,BTN2A2
10,1,0,0,1,19,15,9,21,10,0,10,0,8,3,3,SIRT5
150,46,48,52,92,108,49,65,121,81,71,88,88,63,80,52,MRS2
6,3,0,15,15,0,6,6,9,12,15,0,0,6,0,0,WRNIP1
55,56,14,68,28,61,67,55,108,110,75,143,31,38,27,44,RRP36
29,30,12,130,30,54,25,49,58,60,34,85,18,27,36,14,SNRPC
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,SERPINB6
57,67,3,82,32,97,44,90,89,122,50,97,50,71,38,31,XPO5
0,3,0,0,0,6,0,0,0,3,0,0,0,6,0,3,ABCC10
3,3,0,6,0,2,0,5,1,7,0,0,2,1,1,0,PEX6
4,4,0,4,3,7,5,5,8,6,5,2,7,8,4,15,NQO2
371,165,240,620,160,263,229,263,395,367,226,539,209,180,184,130,ENSG00000124593
304,98,72,274,90,383,212,329,299,365,124,387,136,140,155,223,OARD1
2,0,0,0,0,0,0,1,6,0,0,5,0,0,0,0,UNC5CL
13,5,16,11,0,10,2,16,9,29,18,18,17,4,7,7,AARS2
12,5,23,11,8,8,9,7,10,9,22,15,3,1,7,7,ZNF391
6,8,9,14,0,18,0,22,4,3,13,37,10,1,4,17,RPS10
0,0,0,4,0,2,0,4,2,0,12,2,0,1,0,4,H2BC11
48,82,6,83,42,87,37,95,90,115,72,163,45,23,27,20,MED20
64,48,22,57,14,60,56,56,78,69,25,92,41,16,32,40,TBCC
66,76,0,78,48,86,58,96,166,104,34,106,48,40,58,48,MAD2L1BP
7,12,12,10,0,15,5,13,38,21,2,7,1,11,3,8,KLHDC3
51,68,16,90,39,89,43,93,50,115,48,90,63,91,104,67,TREM1
10,17,8,37,5,20,2,22,21,30,23,63,10,15,13,21,MEA1
11,5,0,0,0,0,4,3,21,0,0,0,0,0,0,0,COL21A1
58,72,6,85,44,56,48,76,126,235,64,219,61,89,33,47,CDKN1A
1218,781,299,637,754,1167,1061,1271,1377,1346,1095,1468,681,415,670,829,SOX4
583,493,240,433,299,544,355,470,1273,874,717,1258,434,218,414,310,GLO1
2,0,0,0,0,3,4,0,2,4,0,0,0,2,1,0,CPNE5
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,KCNK17
560,635,118,415,262,619,357,743,1024,1403,720,970,408,339,282,369,RREB1
325,151,83,102,143,211,132,208,349,244,194,271,137,81,134,90,SSR1
28,9,8,21,3,20,23,14,32,33,21,27,7,5,14,19,RIOK1
0,0,0,0,0,3,0,1,1,3,0,2,0,0,2,0,SLC35B3
6,0,51,0,0,9,3,4,5,1,1,4,9,0,1,6,RPP40
144,102,98,85,98,136,102,190,203,229,140,223,116,99,82,82,ATXN1
256,152,78,132,86,132,116,140,338,232,176,320,90,48,54,90,NUP153
327,194,92,163,210,195,281,234,491,241,312,309,157,55,145,137,DEK
20,2,0,5,10,12,3,12,15,3,27,7,3,1,5,0,EEF1E1
1865,1463,451,1268,718,1570,1115,1821,2730,3305,2062,3502,1587,960,1133,1554,RUNX2
77,64,41,41,16,67,62,107,195,116,103,159,69,21,64,41,LRRFIP1
0,0,0,0,0,0,2,2,0,0,0,14,0,0,6,0,MYRF
26,30,1,18,21,47,32,31,48,66,24,34,39,25,26,16,AHNAK
19,10,2,25,6,12,15,11,44,33,5,25,7,11,12,14,EMC3
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SSUH2
0,2,0,1,0,4,0,4,0,12,0,7,12,5,2,0,SH3TC1
101,146,21,226,53,175,182,158,179,216,150,187,89,94,99,77,CNOT1
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,LRRC29
3,5,0,3,4,10,10,7,14,5,0,7,0,5,2,2,BBS2
5,9,27,33,21,11,26,19,3,8,35,20,9,1,23,3,MT1G
10,5,32,16,2,6,8,15,28,26,16,35,8,2,6,31,MT2A
19,23,3,14,0,13,3,27,27,17,8,5,1,23,6,5,C16orf70
57,47,40,14,49,61,53,85,73,57,38,54,28,43,47,28,GOT2
24,6,0,0,0,0,2,4,9,6,0,11,0,6,2,0,DOK4
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,GPR18
3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,CLYBL
16,0,0,4,12,12,10,12,8,2,8,18,0,3,12,0,TMTC4
22,21,0,12,23,19,9,21,35,33,12,50,5,5,8,7,RAP2A
23,23,14,18,13,31,25,20,30,32,24,40,33,19,13,10,ABCC4
0,0,0,0,0,1,0,2,1,3,0,0,0,0,0,0,EFNB2
18,8,8,9,12,13,8,13,33,12,9,25,5,3,11,10,TM9SF2
13,24,0,24,0,31,5,32,3,73,18,30,0,19,0,21,HROB
139,144,38,122,75,163,110,161,205,329,160,368,128,139,87,129,IRF1
31,20,7,52,12,43,19,51,47,49,14,10,14,23,9,14,UPF3B
2,1,11,1,0,0,0,3,0,1,6,1,2,0,0,2,RNF113A
43,51,8,50,21,96,59,86,85,139,48,71,67,45,35,38,SEPTIN6
2,2,28,4,0,6,10,8,14,4,14,28,4,4,4,0,TMEM255A
13,4,11,27,2,5,1,5,13,4,10,6,5,2,5,8,NDUFA1
55,23,20,57,37,50,33,73,29,52,53,50,39,25,26,25,DMAC2L
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,BMP4
41,17,0,20,20,26,51,21,72,36,35,52,39,27,42,27,PTGER2
98,92,6,150,34,108,64,71,164,127,122,182,32,58,38,57,FAM193A
9,2,11,2,3,2,0,3,7,5,5,10,2,2,0,1,GRK4
85,26,0,36,22,76,41,53,112,54,46,85,48,44,53,64,HS3ST3B1
0,0,0,0,4,2,13,0,4,5,0,4,0,3,0,2,SLC25A35
76,251,52,364,96,348,270,311,332,363,173,218,275,263,148,174,MRPS7
74,105,0,65,35,111,111,109,107,179,116,123,71,77,48,59,GGA3
14,19,0,24,0,19,9,19,17,37,15,12,2,4,5,6,ARMC7
17,15,2,57,11,47,47,48,44,103,38,73,12,28,25,24,NUP85
112,277,0,188,166,393,141,259,286,429,371,631,187,351,178,201,SLC25A19
37,30,35,64,6,24,43,36,41,17,68,53,8,19,10,38,MIF4GD
9,30,6,41,5,36,40,64,46,118,26,46,5,87,20,17,NT5C
0,12,30,1,1,25,3,14,0,13,23,34,0,22,7,3,MSTO1
11,6,16,8,4,0,16,6,12,2,10,6,4,12,6,4,TTF1
136,142,37,108,60,132,146,152,185,240,154,227,105,64,85,78,GTF3C4
48,30,68,14,28,64,13,64,34,72,40,67,19,33,13,20,DDX31
4,20,48,32,14,16,10,42,26,67,30,30,10,20,22,40,PPP1R12C
26,105,27,89,25,93,27,135,93,135,49,127,49,59,35,38,MBOAT7
1,2,1,0,0,4,0,1,1,3,4,4,0,0,0,1,OPRL1
9,83,0,64,16,114,22,98,17,135,13,123,21,82,35,8,SLC2A4RG
5,6,6,38,6,7,10,15,18,16,8,23,3,7,1,14,PPDPF
29,25,21,41,14,12,15,20,38,36,30,61,20,14,15,15,IL1B
0,4,0,25,9,3,4,5,6,11,9,1,3,0,1,4,CHCHD5
0,2,0,6,0,0,15,0,0,11,8,20,0,0,3,0,PAX8
10,15,18,2,1,4,3,20,38,24,44,27,7,8,8,8,INSIG2
243,198,115,135,166,294,206,339,348,432,414,498,164,107,210,200,POLR1B
81,65,37,83,27,86,38,118,114,108,98,105,61,38,36,37,CCDC93
37,81,0,79,16,81,19,106,73,161,56,129,26,83,25,38,PSD4
2,5,0,14,4,18,4,8,8,5,6,5,0,7,4,6,SLC25A23
37,38,8,43,10,70,23,47,46,60,48,104,26,64,24,40,GTF2F1
3,1,0,0,0,3,9,3,1,2,0,4,0,0,0,12,ALKBH7
1,21,0,27,11,4,0,23,9,26,24,17,6,18,6,2,CLPP
28,24,7,24,21,44,17,29,14,39,23,13,29,23,21,22,TNFSF9
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,GRIA3
160,48,11,84,70,121,52,73,124,132,93,85,51,71,31,39,THOC2
200,189,66,227,74,221,84,238,326,377,179,345,122,124,97,127,MED1
56,59,115,158,39,74,55,54,86,97,46,168,46,72,52,67,RPL23
19,12,0,11,5,14,11,22,22,24,15,19,6,11,11,6,ENSG00000125695
7,8,0,3,2,4,9,8,5,4,8,13,4,1,5,5,ATG4C
7,0,0,6,0,0,0,1,4,4,8,3,3,0,0,0,C3
0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,SH2D3A
5,1,0,4,0,5,1,11,35,42,0,14,1,7,0,3,TRIP10
1,13,0,5,26,44,0,33,7,28,0,24,5,22,1,3,GPR108
409,257,288,493,91,96,102,135,626,497,485,1019,88,98,91,240,TNFSF14
22,18,0,31,38,242,109,176,74,123,16,61,362,447,217,127,FOSB
63,67,3,91,23,78,31,98,63,141,58,137,34,56,34,57,OPA3
26,27,38,401,56,86,138,95,104,135,33,129,15,61,55,59,SNRPD2
0,1,0,4,5,3,0,2,12,9,0,1,0,3,0,0,RTN2
0,13,0,7,16,25,0,12,19,14,9,25,0,11,6,8,EML2
209,256,11,366,115,436,195,339,253,368,155,365,131,301,132,71,VASP
54,66,0,49,15,61,22,98,38,111,42,52,27,79,64,28,SYMPK
120,86,26,52,46,131,54,161,212,137,102,151,65,52,53,43,GPCPD1
97,77,168,80,70,142,115,81,186,137,117,139,87,33,106,47,PANK2
0,2,0,0,0,4,0,1,6,0,1,4,6,2,2,0,CD93
132,114,12,100,82,112,92,160,200,172,140,228,102,36,82,88,GZF1
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,PAX1
42,38,0,22,20,48,18,56,52,98,22,44,42,14,34,26,NAPB
12,46,0,52,13,59,14,57,55,70,48,61,26,40,23,6,CENPB
94,93,23,85,72,111,65,106,157,212,81,180,102,54,40,38,PSMF1
19,24,12,25,18,36,53,39,30,55,34,57,29,17,22,27,DTD1
1,4,0,14,10,21,20,9,12,3,10,12,0,5,8,5,RBCK1
38,44,35,49,21,50,32,36,37,54,38,38,26,23,28,24,TMX4
97,141,13,100,33,99,44,128,91,182,101,174,45,57,27,50,STK35
226,139,143,185,68,164,105,129,105,155,92,163,111,105,83,49,SNRPB
51,65,28,66,23,74,23,108,73,76,61,155,37,53,15,59,AP5S1
21,13,14,13,8,7,17,33,18,18,12,20,3,6,9,9,RRBP1
4,0,0,0,3,7,9,3,0,0,0,2,3,0,0,0,BMP2
0,4,0,18,0,7,0,7,13,15,1,16,1,23,0,9,ZNF133
0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,FLRT3
0,0,0,2,0,0,1,1,0,0,0,0,0,2,0,0,OVOL2
19,4,6,15,5,7,5,5,8,17,29,14,14,2,4,3,MKKS
19,13,0,18,17,38,36,35,57,28,24,45,6,15,27,4,DSTN
50,49,31,110,37,125,96,161,85,113,61,64,75,117,51,36,LAMP5
148,74,40,274,126,186,243,167,222,133,164,235,200,100,152,110,SNRPB2
84,41,50,63,48,48,30,57,111,63,61,97,12,28,17,12,MGME1
29,52,0,73,7,68,41,50,47,93,41,60,35,20,22,32,TBC1D20
8,7,0,0,4,9,7,14,6,9,10,4,8,9,6,5,ITPA
34,47,32,44,18,42,19,50,46,55,30,62,37,10,6,15,MCM8
6,4,0,7,3,8,7,6,11,15,1,6,2,9,1,4,FAM110A
0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,SIRPD
2,12,0,14,7,13,4,13,13,19,6,14,7,5,2,7,MRPS26
14,54,0,32,17,40,45,80,17,85,72,66,30,41,8,13,NCLN
207,81,22,99,90,139,240,116,301,136,159,224,111,39,84,81,HNRNPR
42,59,18,43,57,35,52,18,64,78,69,76,31,20,20,24,ZNF436
325,318,135,515,266,330,265,582,354,528,515,438,192,130,113,200,MAX
7,18,1,22,2,11,7,15,19,26,19,28,11,4,9,7,CHURC1-FNTB
4,2,0,0,2,4,2,8,0,8,4,0,4,0,0,0,ARMCX5
0,2,0,0,0,1,0,5,1,0,1,0,0,3,4,0,MMP24
0,2,0,14,0,9,0,5,11,4,0,24,0,8,1,9,NECAB3
18,11,18,44,12,14,30,30,18,16,12,22,18,22,6,24,ID1
34,34,7,69,22,71,29,63,26,69,37,90,28,21,24,17,RALY
19,16,7,37,4,27,11,32,26,53,11,51,6,16,13,12,DYNLRB1
23,18,14,38,30,11,6,17,20,21,18,28,14,6,18,17,EIF2S2
5,4,2,6,5,2,10,6,0,10,8,19,0,12,6,11,ERGIC3
5,5,62,74,13,9,23,15,33,12,15,33,13,33,12,14,ROMO1
19,12,14,30,12,26,12,27,13,38,13,53,4,8,10,22,CEP250
172,204,14,201,68,168,92,195,213,305,166,287,70,76,61,91,PLAGL2
9,48,5,38,26,91,28,95,43,98,15,133,55,67,26,38,MMP24OS
41,25,1,32,12,52,0,44,13,58,18,63,18,25,9,16,KDM5C
0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,AMOT
9,14,13,32,3,23,1,10,21,23,17,18,5,8,7,11,TMEM115
98,57,32,58,47,83,39,90,119,112,61,132,38,48,43,48,PSMB2
83,42,42,37,27,49,37,80,88,92,67,94,48,15,48,33,AGO3
3,1,0,0,0,4,4,2,11,5,0,6,0,0,0,3,UROD
57,192,9,196,21,186,95,208,182,346,171,252,108,150,50,101,ST3GAL3
1,2,0,2,0,2,8,2,0,4,2,13,0,4,2,0,TMEM53
6,4,13,4,7,13,9,29,13,30,15,30,2,9,6,26,HECTD3
14,30,0,19,20,42,12,29,48,74,25,34,30,28,30,28,KLC1
4,64,0,69,11,47,5,41,84,68,36,73,3,22,3,3,XRCC3
16,11,0,5,5,21,19,9,8,14,11,27,11,8,13,2,TUBGCP3
0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,MCF2L
42,7,0,16,21,4,32,12,7,22,0,39,9,0,7,14,PCID2
0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,LRFN3
16,20,0,4,10,12,9,32,8,28,4,36,0,1,4,4,IGFLR1
252,705,7,780,235,1130,813,1055,501,805,544,810,410,946,446,313,CAPNS1
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,PDCD2L
13,20,50,27,11,18,12,41,0,43,18,28,30,27,5,14,RBM42
0,0,0,1,1,1,0,1,0,0,0,2,0,0,0,4,KIRREL2
335,256,116,268,169,304,275,272,481,369,277,447,132,90,141,121,UBA2
0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,FFAR2
0,4,22,12,0,2,12,6,4,10,2,14,0,2,4,12,HCST
51,60,79,317,68,61,116,73,98,56,113,101,44,77,37,86,COX6B1
8,15,0,13,0,18,2,29,15,27,23,41,6,11,10,8,THRA
0,0,0,0,0,0,0,2,0,0,4,0,0,6,0,2,CCR7
11,3,1,3,3,4,7,4,15,23,23,40,10,4,4,9,NR1D1
6,28,0,38,12,28,6,30,41,74,24,44,6,28,12,14,FRMD8
3,0,0,0,0,3,9,3,0,0,7,4,0,0,3,1,PRDX5
