,MOLM-13_DMSO,MOLM-13_JQ1+6nM_NVP-2,MOLM-13_6nM_NVP-2,MOLM-13_60nM_NVP-2,MOLM-13_JQ1
COX6A1,1399.0,1854.0,1394.0,2022.0,1817.5
COX6B1,3554.0,4956.0,3656.0,4193.5,4294.0
COX6C,2685.0,3540.0,2288.0,3467.5,3305.5
COX7A2,3113.0,4415.0,3534.0,4166.0,3941.0
COX7B,1881.0,2595.0,1633.0,2472.5,2544.0
COX7C,4243.0,3608.0,3345.0,4119.0,3726.5
COX8A,3921.0,5205.0,3867.0,5055.5,5400.0
COX10,109.0,190.0,117.0,196.5,189.5
COX11,381.0,454.0,287.0,517.0,500.5
COX15,177.0,271.0,139.0,222.0,246.5
CP,4.0,6.0,2.0,2.0,1.5
CPD,719.0,930.0,627.0,1071.0,937.0
CLDN7,40.0,40.0,61.0,62.0,40.0
CPM,1102.0,1057.0,912.0,955.5,1039.5
CPOX,113.0,235.0,105.0,312.0,241.5
CPS1,1.0,8.0,0.0,11.5,8.5
CPT1A,2870.0,3482.0,2971.0,2848.5,3244.0
CPT1B,166.0,469.0,305.0,372.5,360.0
CPT2,243.0,238.0,179.0,239.0,248.5
CRABP2,1.0,6.0,0.0,0.0,1.0
CREB1,431.0,350.0,206.0,391.0,330.0
ATF2,142.0,108.0,62.0,107.0,103.5
CREBBP,127.0,254.0,164.0,174.0,208.5
ATF6B,433.0,834.0,702.0,885.5,756.5
CREBL2,318.0,359.0,212.0,401.0,348.5
CREM,55.0,95.0,33.0,72.5,78.0
CRIP1,309.0,376.0,277.0,389.5,376.0
CRK,200.0,211.0,112.0,174.0,221.5
CRKL,216.0,304.0,175.0,269.0,281.0
CRY1,55.0,64.0,73.0,83.0,75.5
CRY2,119.0,132.0,93.0,85.0,118.5
CRYGS,3.0,0.0,3.0,10.0,6.5
CRYZ,181.0,280.0,166.0,360.0,281.0
CS,693.0,1081.0,631.0,1071.0,1009.5
MAPK14,888.0,1088.0,594.0,1185.5,1088.5
CSE1L,890.0,1429.0,806.0,1519.5,1231.5
CSF1R,104.0,108.0,116.0,95.5,112.0
CSF2RA,69.0,112.0,28.0,117.5,114.0
CSF2RB,27.0,22.0,17.0,36.0,26.0
CSF3R,272.0,502.0,297.0,472.5,449.5
CSK,487.0,895.0,644.0,778.5,779.0
CSNK1A1,212.0,356.0,161.0,406.0,363.5
CSNK1D,437.0,596.0,475.0,488.5,578.5
CSNK1E,716.0,773.0,681.0,724.0,722.0
CSNK1G2,2673.0,4933.0,2781.0,4632.0,4502.5
CSNK1G3,68.0,78.0,47.0,93.0,78.5
CSNK2A1,1534.0,1440.0,1058.0,1540.0,1438.0
CSNK2A2,150.0,377.0,129.0,375.0,385.5
CSNK2B,1396.0,1951.0,1171.0,2184.5,1993.0
VCAN,30.0,28.0,17.0,31.0,24.5
CSPG4,111.0,163.0,99.0,109.5,134.0
CSRP1,222.0,464.0,313.0,348.0,358.0
SLC25A10,292.0,427.0,386.0,386.5,417.5
CST3,1201.0,1596.0,1269.0,1204.0,1379.5
CSTA,2135.0,2388.0,1806.0,2161.0,2255.0
CSTB,837.0,2002.0,765.0,1310.5,1334.5
CSTF1,131.0,136.0,85.0,147.5,137.0
CSTF2,128.0,113.0,97.0,145.0,131.5
CSTF3,410.0,757.0,430.0,811.0,721.0
CTBS,102.0,93.0,48.0,103.0,93.5
CTBP1,1304.0,2665.0,1221.0,2610.5,2462.5
CTBP2,877.0,773.0,594.0,754.5,810.5
CTH,38.0,44.0,58.0,57.5,47.5
CTNNA1,198.0,424.0,207.0,403.5,327.5
CTNS,385.0,575.0,366.0,428.5,521.5
CTNNB1,893.0,1264.0,803.0,1320.5,1225.0
CTNND1,9.0,8.0,4.0,9.0,14.5
CTPS1,534.0,846.0,632.0,829.5,788.0
CTRL,19.0,30.0,16.0,31.5,28.0
CTSB,1440.0,1822.0,1165.0,1814.5,1925.5
CTSD,1870.0,3652.0,2619.0,2960.0,3009.5
CTSG,796.0,683.0,546.0,681.5,695.0
CTSH,39.0,43.0,54.0,53.5,47.0
CTSK,11.0,15.0,13.0,38.5,18.5
CTSL,77.0,87.0,46.0,185.0,92.0
CTSO,9.0,2.0,0.0,26.0,7.0
CTSS,299.0,312.0,288.0,409.0,341.5
CTSZ,739.0,723.0,581.0,963.0,690.5
CUX1,595.0,1142.0,761.0,878.0,1150.0
CYB5A,117.0,171.0,184.0,149.5,167.0
CYB561,279.0,307.0,204.0,301.0,302.0
CYBA,366.0,540.0,443.0,534.5,481.0
CYBB,119.0,121.0,96.0,144.0,115.0
CYC1,4221.0,6533.0,5000.0,5630.0,5924.0
CYLD,316.0,302.0,249.0,282.5,313.5
CYP1B1,2433.0,1276.0,1391.0,1368.5,1374.0
CYP2E1,5.0,5.0,0.0,10.0,3.0
CYP11A1,3.0,0.0,6.0,3.5,0.0
CYP27A1,22.0,12.0,14.0,30.5,18.5
CYP27B1,11.0,11.0,4.0,28.0,15.0
CYP51A1,368.0,617.0,279.0,863.5,589.5
DACH1,1274.0,1447.0,985.0,1384.0,1478.0
DAD1,553.0,953.0,572.0,843.0,765.5
CD55,110.0,129.0,104.0,87.0,114.5
DAG1,89.0,160.0,94.0,142.0,165.0
DGKA,83.0,107.0,90.0,107.0,95.0
DGKG,50.0,63.0,44.0,65.0,65.5
DGKQ,260.0,390.0,290.0,311.5,336.5
DAP,717.0,1604.0,730.0,1436.5,1328.0
DAPK1,7.0,0.0,1.0,4.5,1.0
DAPK3,394.0,610.0,494.0,468.0,541.5
DARS1,878.0,921.0,758.0,880.0,878.0
DAXX,1427.0,1695.0,1247.0,1822.0,1746.5
DBI,6941.0,10145.0,7413.0,10102.0,10213.5
DBN1,348.0,503.0,331.0,513.5,454.0
DBP,63.0,66.0,69.0,77.5,72.5
DBT,180.0,174.0,130.0,168.5,186.5
ECI1,493.0,629.0,448.0,584.5,618.5
DCK,37.0,44.0,22.0,63.5,47.5
DCTD,111.0,177.0,70.0,241.5,174.5
DCTN1,546.0,628.0,659.0,517.5,579.0
DDB1,2046.0,3386.0,2036.0,3559.0,3233.0
DDB2,737.0,971.0,877.0,859.0,874.5
AKR1C1,29.0,33.0,7.0,15.0,30.5
AKR1C2,71.0,113.0,103.0,85.0,103.0
GADD45A,133.0,52.0,34.0,40.0,64.5
DDIT3,123.0,40.0,40.0,23.5,71.0
DDOST,1487.0,3194.0,1728.0,3208.0,2873.0
DDT,2561.0,4913.0,3358.0,4120.0,3749.0
DDX1,285.0,409.0,272.0,395.0,343.0
DDX3X,582.0,683.0,594.0,591.0,704.5
DDX5,2477.0,3023.0,2035.0,2882.0,3118.5
DDX6,1928.0,3225.0,2273.0,3106.0,2843.0
DMXL1,29.0,16.0,13.0,34.5,16.0
DHX8,186.0,266.0,159.0,216.5,257.0
DHX9,320.0,593.0,248.0,775.5,558.0
DDX10,107.0,139.0,89.0,173.5,157.5
DDX11,336.0,477.0,375.0,358.5,352.5
DHX15,532.0,742.0,597.0,686.0,683.0
DECR1,307.0,518.0,309.0,587.5,493.5
CFD,10720.0,15972.0,10118.0,14576.5,15434.5
DFFA,338.0,281.0,300.0,295.5,318.5
DFFB,131.0,252.0,55.0,367.5,251.0
TIMM8A,350.0,368.0,323.0,276.0,368.0
GSDME,11.0,14.0,5.0,19.0,19.0
COCH,88.0,108.0,50.0,146.5,124.5
DGUOK,485.0,608.0,434.0,609.5,561.5
DHCR7,346.0,711.0,439.0,511.0,506.0
DHCR24,2405.0,4432.0,2726.0,4064.0,3769.0
DHFR,4842.0,4676.0,2946.0,5759.5,5154.5
DHODH,131.0,143.0,115.0,170.5,190.0
DHPS,402.0,621.0,461.0,517.5,525.5
CYB5R3,877.0,1095.0,861.0,1101.0,1070.0
NQO1,81.0,111.0,74.0,113.0,78.0
DIAPH1,1675.0,2285.0,1563.0,2416.5,2163.5
DIAPH2,345.0,249.0,205.0,321.5,268.5
DKC1,3642.0,3579.0,2690.0,3523.0,3461.5
DLAT,461.0,558.0,472.0,634.5,559.5
DLD,857.0,1073.0,853.0,1108.0,1080.5
DLG1,47.0,98.0,46.0,105.5,62.5
DLG4,550.0,864.0,645.0,867.0,798.0
DLST,24.0,47.0,35.0,33.0,45.0
DLX1,113.0,68.0,52.0,100.5,65.0
DLX2,37.0,12.0,12.0,20.0,13.5
DLX4,19.0,51.0,39.0,48.0,35.5
DNM1,127.0,197.0,144.0,184.0,191.5
DMWD,27.0,44.0,33.0,30.5,40.0
DNA2,48.0,20.0,39.0,63.0,33.0
DNASE1L1,37.0,34.0,15.0,60.0,38.5
DNASE1L2,4.0,6.0,15.0,24.0,11.0
DNASE2,211.0,194.0,112.0,221.0,189.5
DYNC1H1,4772.0,5301.0,3828.0,4480.0,5322.5
DYNC1I1,62.0,42.0,73.0,53.5,39.0
DYNC1I2,163.0,207.0,157.0,229.5,211.0
DYNC1LI2,1008.0,1223.0,1082.0,1193.0,1147.0
DNM2,578.0,1130.0,647.0,950.5,1007.5
DNMT1,2792.0,5490.0,1871.0,5170.5,4407.0
TRDMT1,93.0,110.0,74.0,130.0,94.0
DNMT3A,422.0,345.0,275.0,411.0,371.0
DNMT3B,62.0,106.0,77.0,131.5,102.0
DOCK2,144.0,234.0,146.0,250.5,241.0
DOK1,639.0,686.0,636.0,617.5,654.5
DXO,47.0,41.0,38.0,46.0,43.5
DPAGT1,776.0,967.0,707.0,885.0,895.0
DPH1,1519.0,1360.0,1172.0,1543.5,1341.5
DPH2,567.0,731.0,573.0,671.5,723.5
DPYD,14.0,20.0,11.0,16.5,17.5
DPYSL2,452.0,646.0,372.0,758.5,683.0
DPYSL3,36.0,85.0,58.0,55.0,89.5
DR1,367.0,337.0,280.0,385.5,326.0
DRD4,0.0,7.0,0.0,4.0,2.0
DRG2,213.0,234.0,240.0,235.5,234.0
ARID3A,1938.0,2364.0,1501.0,2958.5,2449.5
DRP2,0.0,5.0,4.0,5.5,3.0
ATN1,23.0,19.0,15.0,23.5,13.5
RCAN1,302.0,476.0,379.0,448.0,473.0
TSC22D3,508.0,753.0,664.0,569.0,729.0
SLC26A2,850.0,1027.0,610.0,1202.0,1008.0
DTNA,429.0,635.0,404.0,650.0,689.0
DTNB,25.0,49.0,25.0,45.0,40.5
HBEGF,49.0,18.0,21.0,12.0,30.5
DTYMK,755.0,1283.0,819.0,1384.0,1253.0
DUSP1,5.0,4.0,0.0,0.0,7.5
DUSP2,160.0,24.0,62.0,14.0,71.5
DUSP3,1201.0,978.0,878.0,984.5,1026.5
DUSP5,22.0,7.0,10.0,7.0,25.0
DUSP6,312.0,113.0,177.0,106.5,207.5
DUSP7,172.0,155.0,89.0,209.5,180.0
DUSP9,7.0,10.0,9.0,5.0,7.5
DUT,1789.0,1898.0,1076.0,2303.5,2054.5
DVL1,220.0,341.0,256.0,297.0,318.0
DVL2,476.0,682.0,482.0,552.0,662.5
DVL3,204.0,343.0,224.0,336.0,313.0
DYRK1A,257.0,195.0,207.0,234.0,227.5
TOR1A,449.0,629.0,409.0,539.0,591.5
E2F1,487.0,508.0,464.0,466.0,514.0
E2F2,350.0,234.0,250.0,191.0,228.5
E2F3,2473.0,3161.0,2188.0,3047.0,3490.5
E2F4,249.0,349.0,148.0,583.0,403.5
E2F5,14.0,18.0,4.0,12.0,15.0
E2F6,156.0,132.0,137.0,103.5,135.0
E4F1,242.0,414.0,280.0,422.5,426.0
EBF1,2.0,1.0,4.0,6.0,0.5
GPR183,212.0,51.0,169.0,130.5,66.0
ECE1,696.0,913.0,570.0,803.5,944.0
TYMP,90.0,196.0,168.0,164.5,157.5
ECH1,1566.0,2137.0,1641.0,1911.0,2087.5
ECHS1,3551.0,3819.0,3231.0,3860.0,3803.0
ECT2,74.0,116.0,55.0,137.0,118.5
LPAR1,14.0,12.0,9.0,5.0,6.5
S1PR3,15.0,4.0,12.0,11.0,8.0
PHC2,333.0,568.0,335.0,483.0,503.0
EEF1A1,135320.0,250664.0,103239.0,274804.5,243100.0
EEF1A2,55.0,93.0,71.0,104.5,108.0
EEF1B2,15230.0,14085.0,11210.0,16134.5,14334.5
EEF1D,6105.0,7222.0,6077.0,6040.5,6851.0
EEF1G,25569.0,33641.0,27528.0,28186.5,30223.5
EEF2,38400.0,50983.0,36493.0,43936.5,47460.0
EIF2D,234.0,453.0,205.0,642.5,465.0
EFNA1,4.0,0.0,0.0,0.0,0.5
EFNA3,14.0,8.0,4.0,13.0,14.5
EFNA4,11.0,21.0,25.0,6.0,19.5
EFNA5,470.0,500.0,481.0,577.5,541.5
EFNB1,52.0,50.0,55.0,75.5,53.0
EFNB2,22.0,0.0,14.0,8.0,15.5
CELSR3,13.0,25.0,15.0,10.0,15.5
MEGF8,316.0,288.0,257.0,285.0,311.5
MEGF9,109.0,70.0,35.0,66.0,59.5
EGR1,520.0,447.0,62.0,34.0,903.0
EGR2,0.0,0.0,0.0,0.0,0.0
EGR3,20.0,8.0,4.0,3.0,10.0
EHHADH,17.0,46.0,11.0,47.0,37.5
EIF1AX,3791.0,3630.0,2491.0,4035.5,3869.0
EIF2S1,862.0,1347.0,814.0,1119.5,1190.5
EIF2B1,429.0,733.0,411.0,758.0,743.0
EIF2S3,2609.0,3898.0,2588.0,4020.5,3813.0
EIF4A1,20568.0,22504.0,18406.0,22139.0,24619.0
EIF4A2,671.0,996.0,651.0,811.0,1004.5
EIF4B,2483.0,2941.0,1930.0,3344.5,3065.0
EIF4E,854.0,976.0,711.0,1054.0,943.0
EIF4EBP1,791.0,1155.0,923.0,1007.0,998.0
EIF4EBP2,1105.0,1823.0,1071.0,1750.0,1746.5
EIF4G1,4374.0,7845.0,4312.0,8248.0,7160.5
EIF4G2,5905.0,9700.0,5899.0,9592.0,9572.0
EIF5,585.0,507.0,427.0,631.0,552.0
EIF5A,930.0,1866.0,1229.0,1686.0,1510.5
CELA1,5.0,4.0,0.0,1.0,4.0
ELANE,9080.0,8727.0,7341.0,9191.0,9068.5
SERPINB1,1803.0,2728.0,1625.0,2482.0,2482.0
ELAVL1,1653.0,3308.0,1805.0,3105.5,2931.0
ELF1,553.0,186.0,113.0,262.5,203.5
ELF2,99.0,57.0,72.0,54.5,62.5
ELF4,288.0,355.0,289.0,283.0,330.5
ELK1,136.0,364.0,190.0,343.5,345.5
ELK3,51.0,81.0,26.0,63.5,72.0
ELK4,166.0,122.0,63.0,119.0,130.5
EMD,1111.0,2110.0,1669.0,1863.0,1812.0
MARK2,1355.0,1706.0,1180.0,1399.0,1659.5
EMP1,1.0,1.0,0.0,5.5,0.5
EMP2,26.0,37.0,11.0,14.5,34.0
EMP3,303.0,307.0,211.0,373.0,339.5
CTTN,36.0,56.0,19.0,41.5,51.5
ENDOG,2213.0,1915.0,1763.0,1904.0,1955.5
ENG,126.0,146.0,108.0,137.0,126.5
ENO1,14149.0,25740.0,17903.0,22377.0,21616.0
ENSA,2122.0,3582.0,1399.0,4539.5,3420.0
SLC29A1,537.0,1108.0,573.0,849.5,792.0
EP300,173.0,184.0,89.0,158.5,191.5
EPB41,459.0,662.0,441.0,680.0,654.0
EPB41L1,3.0,16.0,0.0,8.5,11.5
EPB41L2,5.0,10.0,5.0,13.0,9.5
STOM,597.0,754.0,572.0,709.5,756.0
EPHA1,31.0,60.0,28.0,34.5,49.5
EPHB2,7.0,4.0,4.0,4.0,5.0
EPHB3,317.0,279.0,314.0,219.0,278.0
EPHB4,326.0,724.0,464.0,602.0,524.5
EPHX1,14.0,18.0,19.0,11.0,19.5
EPHX2,52.0,71.0,83.0,69.0,78.5
STX2,7.0,8.0,12.0,24.5,14.5
CLN8,183.0,227.0,177.0,220.0,215.5
EPO,1.0,6.0,1.0,0.0,6.0
EPOR,58.0,71.0,34.0,62.0,67.5
EPRS1,220.0,395.0,186.0,500.0,394.0
EPS8,58.0,40.0,34.0,55.5,39.0
EPS15,118.0,164.0,77.0,186.0,154.5
NR2F6,1576.0,1483.0,1643.0,1241.5,1452.5
ERBB4,3.0,2.0,3.0,5.0,1.5
ERCC1,223.0,393.0,258.0,351.0,351.0
ERCC2,202.0,132.0,87.0,210.5,159.0
EREG,29.0,8.0,17.0,35.5,22.0
ERCC3,798.0,1170.0,644.0,1233.0,1162.0
ERCC4,22.0,43.0,23.0,47.0,41.5
ERCC5,902.0,1127.0,745.0,1205.5,1140.5
ERCC6,47.0,35.0,35.0,31.5,36.5
ERF,704.0,408.0,367.0,582.0,490.5
ERH,17443.0,16311.0,12493.0,18488.5,16731.0
FBL,17650.0,20984.0,20516.0,17876.5,20360.0
ESD,369.0,386.0,249.0,418.0,412.0
ESRRA,739.0,1325.0,692.0,1344.5,1242.0
ETF1,1846.0,1945.0,1480.0,2139.0,2046.5
ETFA,2466.0,4483.0,2412.0,4844.5,4398.0
ETFB,994.0,973.0,830.0,987.0,1011.0
ETS1,38.0,27.0,23.0,66.5,43.5
ETS2,434.0,344.0,322.0,480.0,353.5
ETV1,6.0,1.0,0.0,12.0,4.0
ETV2,39.0,34.0,57.0,51.5,35.5
ETV4,103.0,107.0,127.0,99.5,81.0
ETV5,355.0,609.0,441.0,503.0,582.0
ETV6,1414.0,1480.0,907.0,1581.0,1546.0
EVI2A,106.0,109.0,51.0,146.0,117.5
EVI2B,606.0,545.0,484.0,651.5,574.5
EWSR1,877.0,1568.0,590.0,1864.0,1514.5
EXT1,27.0,20.0,22.0,22.0,19.0
EXT2,148.0,226.0,152.0,208.5,208.0
EXTL2,332.0,280.0,209.0,247.5,254.5
EXTL3,191.0,247.0,169.0,249.5,248.0
EYA3,449.0,783.0,403.0,921.0,782.5
EZH1,204.0,322.0,234.0,363.5,317.5
EZH2,125.0,200.0,117.0,231.0,191.0
F2R,18.0,22.0,15.0,27.5,20.0
F3,55.0,20.0,44.0,48.0,23.0
F13A1,17.0,27.0,7.0,37.0,27.5
FABP5,1909.0,2863.0,1583.0,3048.5,2869.0
FANCA,171.0,272.0,237.0,250.0,230.5
FANCC,75.0,88.0,69.0,125.0,82.0
FANCD2,222.0,452.0,277.0,558.0,468.0
FANCE,647.0,730.0,705.0,574.0,693.0
ACSL1,112.0,187.0,65.0,264.0,185.5
ACSL3,421.0,596.0,319.0,702.5,642.0
ACSL4,443.0,653.0,254.0,842.5,593.0
FAH,436.0,687.0,491.0,459.0,510.5
PTK2B,1049.0,1564.0,1089.0,1302.5,1461.0
BPTF,192.0,319.0,105.0,338.5,290.5
FANCF,71.0,58.0,42.0,35.5,49.0
FANCG,317.0,449.0,255.0,396.0,413.5
FARSA,7473.0,8421.0,7075.0,7955.0,8138.0
FASN,2566.0,4124.0,2605.0,3607.0,3646.0
FAU,5768.0,7419.0,6114.0,6654.0,6961.5
FBN1,6.0,2.0,4.0,6.0,4.5
FBP1,17.0,35.0,32.0,34.5,35.0
FCAR,10.0,6.0,0.0,10.0,6.5
FCER1G,8.0,12.0,9.0,20.0,19.5
FCGR1A,115.0,91.0,90.0,113.5,91.5
FCGR1B,138.0,120.0,152.0,147.0,149.5
FCGR2A,32.0,27.0,29.0,53.0,30.0
FCGR2B,1.0,0.0,2.0,0.5,0.5
FCGRT,318.0,363.0,315.0,394.5,361.5
FKTN,138.0,135.0,93.0,117.5,137.0
FDFT1,3119.0,4507.0,2952.0,4529.0,4301.0
FDPS,2480.0,2252.0,1776.0,2582.5,2407.0
FDX1,233.0,246.0,219.0,270.5,244.5
FDXR,298.0,350.0,262.0,389.5,337.5
FECH,119.0,186.0,127.0,130.5,122.5
FEN1,2681.0,3945.0,2405.0,4343.5,3948.0
FER,39.0,60.0,47.0,49.5,44.5
FES,321.0,483.0,531.0,331.5,389.5
FGFR1,59.0,125.0,83.0,135.5,128.0
FGFR3,1.0,11.0,2.0,5.0,11.0
FGR,43.0,75.0,33.0,63.5,59.5
FH,276.0,409.0,271.0,514.5,439.5
FHL3,134.0,139.0,160.0,113.5,130.0
FKBP1A,4426.0,7121.0,5313.0,5418.0,5944.5
FKBP2,1730.0,2226.0,1316.0,2370.5,2271.5
FKBP3,461.0,616.0,423.0,633.0,613.5
FKBP4,809.0,1106.0,813.0,1082.0,1071.0
FKBP5,633.0,988.0,571.0,1283.0,1014.5
FOXM1,390.0,775.0,327.0,694.0,635.5
FOXD2,57.0,30.0,22.0,23.5,38.5
FOXO1,49.0,51.0,58.0,38.5,46.5
FOXO3,535.0,583.0,519.0,441.5,543.0
FOXO3B,45.0,36.0,16.0,23.0,34.5
FLI1,220.0,311.0,181.0,363.5,307.5
FLII,338.0,523.0,357.0,455.5,459.5
FLNA,3781.0,4900.0,3694.0,4339.0,4667.5
FLNB,570.0,1069.0,519.0,1084.5,1021.5
FLOT2,607.0,848.0,733.0,663.5,759.5
FLT3,921.0,1204.0,479.0,1243.5,1223.5
FMO5,4.0,8.0,10.0,3.5,7.0
FMR1,115.0,178.0,167.0,201.5,142.0
FNTA,1073.0,1801.0,1262.0,1842.0,1745.5
FNTB,122.0,235.0,124.0,187.0,188.0
FOS,154.0,44.0,52.0,11.5,77.5
FOSB,7.0,10.0,4.0,4.0,25.5
FOSL2,164.0,124.0,287.0,137.5,95.5
FPGS,1203.0,1542.0,1163.0,1453.0,1413.0
FXN,203.0,158.0,140.0,218.0,164.0
MTOR,259.0,293.0,283.0,400.5,408.5
FRG1,599.0,802.0,571.0,774.0,796.5
CENPI,118.0,119.0,83.0,151.0,132.5
FTH1,5111.0,8137.0,4891.0,7512.5,7877.5
FTH1P3,26.0,5.0,19.0,10.0,12.5
FTL,11844.0,16228.0,12259.0,14021.0,15770.5
FUCA1,233.0,419.0,215.0,410.5,419.5
FUCA2,373.0,612.0,410.0,508.0,563.0
FUS,3427.0,5935.0,3737.0,5249.0,5501.0
FUT4,663.0,402.0,525.0,634.0,453.0
FUT7,106.0,139.0,116.0,133.0,138.0
FUT8,10.0,15.0,2.0,19.0,13.5
KDSR,243.0,333.0,191.0,363.0,338.5
FYB1,16.0,21.0,10.0,25.5,24.5
FYN,119.0,123.0,129.0,95.5,118.5
FZD2,135.0,97.0,82.0,105.0,100.5
IFI6,30.0,22.0,27.0,15.5,24.5
SLC37A4,289.0,262.0,236.0,309.0,281.0
XRCC6,3545.0,4622.0,3992.0,3667.5,4197.5
GAA,195.0,504.0,326.0,466.0,403.0
GABPA,105.0,87.0,29.0,182.0,100.0
GABPB1,109.0,168.0,123.0,133.0,153.5
GABRB2,0.0,0.0,0.0,3.0,0.5
GAK,629.0,1169.0,828.0,908.0,982.0
GALC,245.0,445.0,260.0,303.0,358.5
GALE,108.0,157.0,117.0,180.5,155.5
GALK1,546.0,789.0,714.0,665.0,628.5
GALK2,72.0,73.0,69.0,144.0,73.5
GALNS,439.0,671.0,447.0,550.0,563.5
GALNT1,431.0,501.0,307.0,568.5,499.0
GALNT2,47.0,111.0,27.0,168.5,123.0
GALNT3,3.0,1.0,1.0,9.0,7.0
GALT,128.0,171.0,95.0,118.5,139.0
GAMT,229.0,306.0,353.0,316.5,299.5
GANC,241.0,273.0,205.0,278.0,252.0
GAPDH,38933.0,42256.0,40724.0,43166.5,41810.5
GARS1,1233.0,1188.0,768.0,1207.0,1130.0
GART,394.0,709.0,289.0,822.0,717.0
GAS1,1.0,0.0,0.0,0.0,0.0
GAS6,959.0,2161.0,562.0,3154.5,2102.5
GAS8,14.0,30.0,6.0,23.0,15.5
GATA2,693.0,747.0,438.0,989.5,750.0
GBAP1,21.0,42.0,19.0,28.5,33.5
NIPSNAP2,345.0,473.0,244.0,687.5,517.0
GBE1,224.0,395.0,263.0,470.0,383.5
GBP2,13.0,5.0,8.0,4.0,5.5
GBP3,30.0,7.0,14.0,13.5,11.0
GCDH,463.0,470.0,274.0,493.5,498.0
GCH1,12.0,17.0,11.0,15.5,13.0
GCHFR,184.0,300.0,299.0,236.5,215.0
BLOC1S1,164.0,202.0,129.0,214.0,194.5
KAT2A,512.0,983.0,741.0,1142.0,920.5
NR6A1,188.0,247.0,140.0,167.5,238.0
GCNT1,178.0,149.0,143.0,215.0,153.0
GCNT2,8.0,2.0,7.0,8.5,2.0
GCSH,412.0,646.0,478.0,614.0,600.5
GDI1,60.0,114.0,56.0,87.0,113.0
GDI2,5269.0,7661.0,5445.0,7191.0,6549.5
GFER,328.0,378.0,376.0,292.5,367.0
GFI1,2828.0,2574.0,2674.0,2775.5,2598.5
GFPT1,198.0,165.0,92.0,164.5,179.5
GGCX,120.0,217.0,87.0,191.5,205.5
B4GALT1,1646.0,2087.0,1617.0,2191.0,2134.0
GGT7,47.0,46.0,52.0,78.0,50.0
GIPR,110.0,204.0,131.0,196.5,199.0
GJA4,8.0,4.0,0.0,5.5,4.0
GK,69.0,99.0,41.0,139.5,92.5
GLA,10.0,6.0,12.0,13.5,10.0
GPC3,42.0,62.0,44.0,83.0,56.0
GLB1,1153.0,1516.0,1018.0,1484.5,1541.5
GCLC,125.0,157.0,85.0,164.0,141.0
GCLM,235.0,226.0,177.0,258.0,205.5
GLE1,1799.0,3139.0,1633.0,3067.5,2924.0
GLG1,627.0,649.0,554.0,710.5,678.5
GLI1,10.0,11.0,10.0,13.0,12.0
GLI4,19.0,48.0,21.0,22.0,27.0
GLO1,1007.0,1385.0,826.0,1476.5,1404.5
GLS,244.0,479.0,284.0,433.0,473.5
GLRX,30.0,46.0,11.0,57.0,41.5
GLUD1,234.0,423.0,229.0,445.0,392.0
GLUL,1211.0,1421.0,1028.0,1559.0,1434.5
GM2A,353.0,434.0,383.0,453.5,437.5
GMDS,332.0,618.0,324.0,554.5,554.5
GMFB,165.0,207.0,163.0,248.5,211.5
GMPR,4.0,0.0,2.0,6.5,0.0
GNA11,265.0,299.0,190.0,337.0,315.5
GNA12,502.0,658.0,510.0,729.5,642.0
GNA15,2457.0,2990.0,2684.0,2848.5,2839.5
GNAI2,2921.0,4047.0,2879.0,3128.5,3870.5
GNAI3,596.0,727.0,601.0,814.5,778.5
GNAL,16.0,16.0,3.0,6.0,9.5
GNAQ,762.0,961.0,534.0,976.5,1008.0
GNAS,822.0,848.0,415.0,1279.0,890.5
GNB1,1639.0,2121.0,1304.0,2105.5,2033.5
GNB2,949.0,1981.0,464.0,2957.5,1977.0
GNG5,510.0,719.0,517.0,659.0,737.5
GNG7,92.0,143.0,98.0,168.0,125.5
GNG10,197.0,200.0,151.0,244.5,180.0
GNL1,400.0,417.0,267.0,389.5,396.0
GNRH1,10.0,23.0,4.0,43.0,23.0
GNS,456.0,787.0,553.0,592.0,601.5
GOLGA1,35.0,73.0,63.0,56.0,66.0
GOLGA2,1030.0,1402.0,1044.0,1278.5,1362.0
GOLGA3,794.0,1673.0,869.0,1410.0,1296.0
GOLGA4,31.0,21.0,10.0,36.0,21.5
GOLGB1,150.0,279.0,123.0,208.0,251.0
GOT1,348.0,541.0,338.0,508.0,435.0
GOT2,804.0,922.0,703.0,784.0,904.0
GP1BB,221.0,273.0,322.0,194.0,257.5
GP2,1.0,0.0,2.0,1.0,0.0
GPC1,51.0,68.0,59.0,70.0,57.0
GPD2,192.0,291.0,219.0,304.0,277.5
GPI,3248.0,4734.0,2730.0,4374.5,4250.5
GPLD1,7.0,4.0,2.0,5.5,4.0
GPM6B,50.0,40.0,59.0,46.0,39.5
CCR10,5.0,0.0,12.0,2.0,0.0
GPR3,10.0,4.0,2.0,6.5,7.0
CXCR3,24.0,25.0,45.0,15.5,22.0
GPR18,24.0,0.0,14.0,3.0,0.0
GPR20,17.0,30.0,13.0,16.5,25.5
LPAR4,46.0,54.0,64.0,69.5,47.0
GPR27,53.0,40.0,62.0,90.0,45.0
GRK5,156.0,151.0,107.0,164.0,155.5
GRK6,441.0,589.0,463.0,463.0,489.0
MKNK2,767.0,920.0,499.0,774.5,958.5
GPS1,626.0,950.0,642.0,800.0,816.5
GPS2,242.0,289.0,293.0,289.5,298.0
GPX1,2224.0,3120.0,2565.0,3119.0,3073.0
