GENE,mr492-MV411-DMSO-r1_tcount,mr493-MV411-DMSO-r2_tcount,mr494-MV411-DMSO-r3_tcount,mr495-MV411-DMSO-r4_tcount,mr496-MV411-DMSO-r5_tcount,mr497-MV411-Naphthol-r1_tcount,mr498-MV411-Naphthol-r2_tcount,mr499-MV411-Naphthol-r3_tcount,mr500-MV411-Naphthol-r4_tcount,mr501-MV411-Naphthol-r5_tcount,mr502-MV411-Plumbagin-r1_tcount,mr503-MV411-Plumbagin-r2_tcount,mr504-MV411-Plumbagin-r3_tcount,mr505-MV411-Plumbagin-r4_tcount,mr506-MV411-Plumbagin-r5_tcount,mr507-MV411-Celastrol-r1_tcount,mr508-MV411-Celastrol-r2_tcount,mr509-MV411-Celastrol-r3_tcount,mr510-MV411-Celastrol-r4_tcount,mr511-MV411-Celastrol-r5_tcount,mr512-MV411-TM1-001-r1_tcount,mr513-MV411-TM1-001-r2_tcount,mr514-MV411-TM1-001-r3_tcount,mr515-MV411-TM1-001-r4_tcount,mr516-MV411-TM1-001-r5_tcount,mr517-MV411-Tretinoin-r1_tcount,mr518-MV411-Tretinoin-r2_tcount,mr519-MV411-Tretinoin-r3_tcount,mr520-MV411-Tretinoin-r4_tcount,mr521-MV411-Tretinoin-r5_tcount
DHX33,9,30,11,18,11,17,19,10,9,16,14,7,26,14,14,4,64,34,34,46,28,54,20,26,136,50,179,22,275,48
SEMA3G,0,4,0,1,1,1,0,3,1,1,2,0,1,2,0,1,4,2,5,2,1,2,1,0,1,10,38,4,36,8
MCCC1,1,8,1,2,2,5,10,8,9,4,7,3,6,9,6,4,15,11,8,9,11,20,10,9,47,6,39,10,52,11
PAK6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,6,0,0,0
LXN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,6,1
NCLN,3,5,2,5,7,7,4,11,8,12,8,2,10,6,6,0,25,9,7,8,5,7,0,4,20,28,62,7,119,12
GPR108,0,1,1,0,0,3,0,1,4,0,3,1,0,2,2,0,4,3,2,1,5,3,1,2,7,3,8,1,15,1
SPPL2B,0,1,1,0,0,2,2,0,1,1,1,0,1,1,2,1,15,5,1,2,1,7,3,2,17,7,16,4,22,8
FEM1C,6,15,6,13,9,14,15,17,5,17,10,10,14,6,11,22,59,47,51,41,42,77,4,45,107,35,92,27,142,35
DUS3L,2,0,0,0,0,0,2,2,1,1,0,0,1,2,2,1,5,2,0,2,2,3,3,0,12,4,10,3,11,3
SMCO4,2,1,0,0,0,0,1,0,3,2,1,0,2,1,0,0,8,3,2,1,0,4,2,3,1,3,6,1,7,2
PMEPA1,1,1,0,0,2,0,0,1,1,0,0,1,0,0,1,2,6,2,0,0,0,1,2,3,9,1,8,1,9,1
ARNTL2,0,2,0,0,1,1,3,0,0,0,1,0,0,1,1,0,6,2,2,3,1,4,0,2,4,3,3,1,18,0
DUSP22,3,10,2,2,3,2,9,6,8,7,6,1,4,5,6,1,21,5,12,9,5,15,4,4,36,10,30,5,49,5
HMCES,1,2,1,0,0,0,0,0,0,1,2,1,5,0,1,1,3,2,2,2,3,1,1,1,4,5,12,4,18,3
CMC2,5,14,6,6,2,9,9,5,11,8,11,0,5,9,5,3,25,20,17,14,18,26,13,10,47,39,99,15,176,25
ENY2,14,27,7,17,9,31,16,24,20,18,18,5,20,21,19,21,87,65,61,47,52,94,22,48,128,52,199,33,271,40
OLFML3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
MRPS22,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,8,2,4,3,2,5,5,1,6,3,4,4,11,5
EMSY,4,8,4,3,2,4,10,10,4,5,3,5,5,4,4,6,31,20,24,24,17,32,24,21,46,21,51,17,80,18
MFF,1,4,0,3,1,3,4,2,4,6,2,0,2,3,5,3,15,8,7,3,9,9,0,1,15,8,32,6,33,6
SDR39U1,3,10,0,1,0,2,1,2,3,2,1,0,1,1,0,1,2,5,2,2,1,7,9,5,13,6,13,1,25,3
XAB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
SMYD2,0,3,1,1,0,1,0,0,0,0,1,0,1,0,2,0,2,1,3,1,3,2,0,1,2,0,4,4,9,0
C5orf15,5,8,3,7,2,2,6,8,10,4,8,8,3,9,6,9,36,20,16,25,15,33,12,23,49,14,50,25,96,15
NT5M,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,4,0,1,0,4,1
NIT2,1,2,0,1,0,3,0,0,1,1,0,0,2,2,3,0,8,7,3,1,2,1,5,4,6,3,4,2,18,2
OTUD7B,0,5,3,2,1,6,2,7,2,4,4,1,2,1,1,1,8,8,6,6,5,7,3,13,17,12,23,6,50,8
WDR93,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,3,0,3,0,10,0
PARP6,3,2,4,0,3,7,2,4,7,0,1,1,6,3,1,3,10,7,11,3,4,7,10,5,20,9,30,2,65,9
ATXN7L3,3,19,15,12,13,22,19,16,17,18,12,8,24,15,20,10,60,39,32,29,30,38,10,15,159,82,223,27,372,55
CEACAM19,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,2,1,5,0,0,1,0,0,0,0,1,0,9,4
FAM20C,1,0,0,0,2,1,3,5,4,1,0,0,1,0,0,1,5,7,4,4,1,4,3,1,17,49,185,27,248,44
STOX2,5,10,10,5,3,12,13,18,16,14,11,5,10,11,11,16,97,52,60,44,35,48,30,31,97,61,197,48,322,48
PRDM8,0,1,1,0,1,1,3,4,2,2,3,0,3,2,1,0,5,3,2,5,2,2,4,0,6,2,7,3,22,1
PRDM10,1,4,2,2,3,3,9,9,6,6,2,1,2,4,2,3,25,17,11,15,17,30,1,16,49,11,36,6,79,17
PRDM11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,2,0,3,0
POGLUT1,5,5,1,6,4,10,11,11,10,5,6,4,6,2,7,7,32,14,13,19,18,45,4,17,42,20,60,25,94,16
PSMG2,3,5,2,0,0,2,2,8,6,3,5,2,2,1,4,4,16,6,10,6,8,8,11,7,9,5,29,9,56,6
ADPRM,1,1,0,0,2,1,1,0,0,0,0,0,0,0,1,0,4,2,0,3,5,3,0,2,12,1,5,4,10,0
DTWD1,0,3,1,2,2,1,8,6,2,1,3,1,4,5,6,3,14,8,9,8,11,14,3,4,15,10,17,5,46,6
BBX,13,69,23,44,26,65,57,67,37,84,37,32,59,48,35,27,214,160,142,137,131,247,25,96,419,185,540,128,910,125
CDC42SE2,12,48,15,20,12,38,49,51,44,40,26,12,34,31,29,41,232,138,111,120,71,143,15,71,194,83,236,62,476,78
KIF15,5,1,1,2,0,0,0,5,3,3,2,2,5,2,1,2,11,8,9,5,5,8,2,8,9,9,9,1,35,5
TOMM22,47,52,14,20,24,41,36,41,40,39,35,21,46,24,35,18,107,59,63,63,55,102,53,56,240,109,303,65,571,80
CHPT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TULP4,0,3,0,1,1,6,4,2,3,4,2,1,5,5,3,4,16,11,11,10,13,18,0,2,23,7,41,10,50,12
SLC12A9,0,2,0,1,0,1,3,1,1,1,0,0,3,0,2,0,4,0,1,2,0,3,0,0,4,2,6,1,7,0
COQ8A,5,6,4,1,1,2,6,4,8,7,8,3,6,4,3,4,20,20,10,15,6,15,4,11,33,33,70,11,151,28
CTNNBIP1,0,0,0,0,0,0,1,1,2,0,1,1,1,0,0,0,3,2,2,0,0,1,0,0,4,1,6,2,11,2
GSN-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0
SDHAF3,2,3,0,1,2,3,1,2,2,2,4,1,2,2,0,1,7,7,4,7,4,16,3,4,28,3,15,2,20,4
YAE1,1,0,0,2,0,1,2,2,0,0,1,1,1,2,1,0,7,5,0,4,1,7,2,1,9,2,11,0,21,4
CCDC47,12,17,10,6,9,14,20,13,12,25,22,8,16,18,11,14,84,44,53,55,29,60,19,28,87,64,155,37,311,52
CABP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
COQ9,3,9,1,3,3,5,5,5,7,3,4,1,8,5,5,4,16,19,12,11,6,10,7,8,51,12,54,12,98,16
CCNL1,27,36,16,13,14,37,38,33,38,49,32,17,35,26,25,16,132,59,56,58,72,133,38,91,297,144,392,68,614,106
CIAPIN1,7,14,2,4,2,8,5,7,14,11,8,4,11,6,5,5,23,27,15,10,10,14,6,8,46,27,62,11,125,9
VPS35L,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
PDXP,11,20,3,14,6,31,27,24,19,17,17,2,15,10,14,8,53,33,32,28,18,29,7,10,83,50,125,28,216,43
SLC17A7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RSRP1,54,150,71,75,70,129,150,161,112,151,125,62,148,132,128,95,452,301,263,244,285,573,69,285,1181,474,1496,350,3007,430
ANKMY2,2,3,1,4,1,7,5,5,3,6,2,0,3,5,4,6,22,24,18,10,5,20,5,6,26,8,31,0,48,7
RARS2,5,11,2,4,8,13,14,9,4,9,6,2,6,5,7,2,37,13,9,14,12,24,8,15,42,23,66,25,116,21
TWSG1,3,12,3,7,5,8,15,12,7,7,3,3,4,5,7,9,37,38,47,36,30,102,6,50,134,19,55,13,117,26
PLSCR3,0,0,0,1,0,1,2,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,4,5,0,4,1
UTP3,3,5,3,2,3,4,3,6,4,8,1,2,4,8,1,3,17,9,10,7,6,14,15,10,8,12,36,5,67,9
CHRNA10,0,2,0,2,2,2,2,3,1,1,2,1,2,1,0,0,1,2,4,1,3,3,1,0,8,9,12,4,15,2
PCBP4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,0,2,0
57061,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,3,0,1,1,2,0,1,2,0,0,1,1
DDX24,6,19,12,3,6,15,13,14,10,18,10,7,7,15,9,9,61,39,40,39,22,46,27,21,88,44,137,27,260,38
KNL1,0,2,1,2,0,4,3,3,5,5,0,0,2,0,0,3,8,10,9,12,10,6,1,8,16,8,17,4,37,3
AGTRAP,2,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,2,2,1,0,0,3,0,1,4,1,6,0,2,1
ENTPD7,1,3,0,3,3,2,5,8,2,4,0,5,7,6,4,3,21,17,5,3,21,48,4,14,74,12,30,8,55,5
CASS4,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,7,0,3,0,2,0
PCNP,10,18,4,13,8,13,13,12,10,7,4,7,7,10,10,13,42,45,34,40,27,62,16,36,99,42,80,24,164,21
PITHD1,8,16,5,5,3,9,9,17,9,8,10,4,19,12,15,6,69,27,27,20,17,34,10,10,83,40,155,18,202,23
RPGRIP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARP11,4,9,2,0,1,3,6,6,3,7,2,8,8,2,4,4,30,20,21,15,16,40,4,11,63,15,36,11,102,18
AVEN,2,4,0,2,1,4,2,1,2,2,1,0,1,1,1,1,6,3,4,1,1,11,6,7,15,5,16,2,34,2
ANO2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C12orf4,5,16,2,5,4,17,10,12,10,9,11,4,14,17,7,12,42,33,15,17,17,35,15,20,46,22,64,22,161,8
TIGAR,2,16,3,4,6,7,6,9,12,8,8,2,5,5,10,2,24,10,17,16,15,19,6,27,31,21,72,16,131,18
PNPLA2,2,4,0,0,1,2,0,4,0,3,0,0,2,2,2,2,10,1,2,3,6,9,2,2,13,7,3,2,14,5
CYSLTR2,0,2,2,1,0,1,2,0,0,1,0,1,1,1,1,0,1,3,2,3,6,19,2,2,40,5,11,5,15,2
NAT14,3,3,3,1,1,6,2,7,2,5,2,1,1,1,2,2,10,3,9,2,5,15,7,4,25,4,27,3,42,7
PDSS2,0,5,0,2,6,5,5,4,1,5,0,2,2,3,4,2,14,6,10,6,8,8,4,11,14,12,26,2,46,9
REXO4,19,19,6,9,5,15,19,21,14,20,14,8,15,9,10,9,50,46,24,28,29,59,30,19,148,52,200,25,248,43
INTS12,3,1,0,1,1,2,0,2,3,2,2,1,2,1,4,2,7,9,6,5,3,2,3,1,5,6,3,4,15,3
CAMK1D,3,4,2,4,4,2,5,0,5,5,3,3,3,6,2,3,12,15,9,7,11,13,3,4,34,9,51,2,49,9
GOPC,12,22,6,13,7,21,26,18,18,18,26,12,23,14,26,29,85,67,67,63,43,66,7,44,135,67,155,56,272,43
LPAR5,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,5,3,2,3,9,3,3,11,2,0,1,4,3
NUP107,1,1,0,1,0,0,0,2,1,1,0,0,0,2,0,1,1,1,6,2,0,0,4,1,6,2,7,0,19,4
PLXDC1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHBG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LYRM4,9,5,1,2,0,3,5,4,1,4,2,2,12,1,2,4,13,8,9,3,14,20,13,6,61,8,51,5,81,12
MRPL47,3,3,1,3,0,2,2,2,0,5,1,1,2,2,0,0,9,5,3,8,3,7,2,4,5,4,15,0,25,3
ATP13A1,1,2,0,1,2,1,1,3,1,2,2,0,3,3,0,1,1,4,5,2,1,9,3,4,6,3,10,2,14,11
CHMP1B,13,31,9,16,10,19,27,42,14,35,29,12,28,23,23,20,119,72,65,65,57,129,13,53,169,69,218,46,406,47
MAN1C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
APMAP,0,8,1,5,4,6,1,2,5,2,6,2,3,6,3,7,23,7,8,12,6,16,13,6,34,16,28,3,77,9
RNPEPL1,2,2,1,1,0,2,0,1,2,0,4,0,3,2,2,0,8,7,0,1,3,3,0,0,6,6,27,3,27,5
RTN4,12,27,8,12,7,16,30,23,26,28,24,18,29,21,22,36,134,94,68,78,47,110,41,62,176,43,131,26,236,37
ADCK1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0,9,1,1,3,5,0
TMEM159,4,0,1,1,3,2,2,2,1,0,3,0,6,3,2,0,10,2,4,0,0,1,1,2,9,2,8,3,17,2
SCYL3,1,6,0,1,1,3,0,5,4,3,2,1,2,4,2,1,14,6,10,11,4,9,3,2,30,5,24,4,47,0
RALGAPB,8,16,7,10,8,20,17,13,13,19,11,6,18,10,11,8,72,32,51,37,24,73,12,23,107,47,159,42,232,50
LYRM1,5,4,1,4,3,4,4,7,7,5,6,2,3,4,5,4,25,15,16,20,5,18,9,10,34,4,36,12,77,19
SMIM8,0,2,0,0,1,4,1,3,0,1,2,0,1,2,3,1,8,3,6,1,5,5,0,5,10,5,7,1,20,4
SLC44A2,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,2,3,0,2,4,3,7,2,7,0
SMURF1,13,29,12,21,10,27,22,21,16,20,26,9,32,21,20,19,111,42,45,37,50,89,9,25,238,76,234,32,430,59
PHTF2,0,4,1,2,3,1,3,10,1,8,1,0,3,3,1,3,31,22,23,22,9,12,1,6,21,10,25,4,29,7
JPH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
PELI2,1,10,3,10,4,5,8,9,3,7,7,7,14,8,2,6,54,36,18,30,27,65,1,23,89,23,68,19,105,15
PELI1,0,8,1,5,6,2,7,4,5,8,4,5,22,6,3,6,37,20,29,23,33,47,3,18,69,8,32,9,62,9
GJC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SALL4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ASPHD2,2,2,0,0,0,0,1,1,1,2,2,0,0,2,1,0,10,4,2,1,3,2,4,1,10,5,6,2,23,3
ZNFX1,11,16,6,6,7,18,10,14,8,12,13,6,13,13,10,14,55,50,17,26,23,47,8,19,114,41,148,28,224,38
DOLPP1,5,9,4,3,4,8,7,8,4,9,11,2,15,13,5,6,20,21,22,14,22,29,5,14,74,32,64,9,95,18
CORO1B,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,3,1,2,0,1,0,0,3,2,3,0,3,0
VARS2,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,2,0,0,1,0,2,0,0,0,0,5,0,2,1
ZMIZ1,8,32,5,10,10,34,35,34,29,36,22,7,29,28,22,12,83,46,63,61,60,82,2,24,223,108,396,67,518,63
KIAA1191,5,13,2,5,10,10,21,14,10,16,9,3,16,19,13,5,47,24,22,20,18,44,4,10,92,45,105,22,168,29
ACTR3B,0,3,0,1,1,2,2,0,2,3,0,1,3,4,1,2,4,2,5,4,3,5,1,4,6,9,9,2,13,3
SLC39A10,2,8,1,7,6,8,10,10,8,9,10,4,11,8,11,7,40,25,24,24,17,39,3,14,44,11,29,12,59,9
ANKRD50,1,0,1,1,1,2,5,1,1,1,0,0,2,6,2,2,6,7,8,6,3,6,0,2,5,4,11,3,24,3
FAM219B,4,12,4,11,6,20,17,16,18,31,23,5,28,23,22,22,94,49,45,33,42,72,6,10,166,45,110,27,242,32
NIPAL3,0,2,2,1,0,0,1,2,1,1,4,0,1,1,0,1,2,6,2,2,0,5,1,0,4,3,15,0,11,1
RALGAPA2,1,5,2,5,2,8,3,4,3,8,6,6,5,6,9,4,20,8,14,8,7,21,0,7,58,19,68,3,89,13
THOC2,5,5,1,4,0,3,4,3,3,4,5,2,4,1,0,2,15,4,8,11,6,12,6,6,13,9,29,13,41,7
DENND11,6,16,3,10,16,10,9,11,10,16,11,7,14,18,17,7,70,47,52,41,21,30,2,19,62,28,102,27,177,38
SELENON,2,3,0,0,0,0,0,2,3,1,2,2,1,1,2,3,7,7,1,0,0,5,0,2,2,1,6,0,21,1
MCOLN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,2
ATP10A,3,2,0,0,0,1,0,3,1,4,1,2,1,0,0,2,2,7,3,0,4,11,3,7,12,5,16,10,37,6
ATP8B2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,2,1,0,0,0,0,3,4,0,4,1
ATP10D,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,6,2,4,6,0,4,1,1,12,2,11,1,4,1
ZNF248,2,3,1,2,1,3,3,3,1,1,4,1,2,1,2,4,6,7,6,11,3,4,0,6,7,6,8,3,22,2
SLC45A4,3,13,2,5,6,9,7,10,11,13,12,4,11,8,5,9,29,35,16,15,21,26,8,18,93,33,94,10,154,27
TP73-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
SPRYD7,2,3,1,2,1,6,4,2,4,2,4,2,6,1,2,4,15,12,7,16,6,10,0,6,15,8,22,3,26,5
CEMIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THAP11,4,16,3,5,5,10,10,14,9,11,5,2,8,13,12,1,20,12,16,9,5,21,5,2,42,32,74,11,96,18
VANGL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TTC7A,5,7,3,8,4,13,9,13,3,5,3,2,7,10,6,4,27,9,15,12,6,25,8,7,72,38,114,12,154,28
ARFGEF3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
ERGIC1,0,2,3,0,2,3,2,0,4,1,3,1,2,1,1,3,7,4,8,2,6,9,1,0,18,3,22,6,49,4
PPP4R3B,7,23,7,24,7,21,29,33,18,31,23,14,35,25,18,15,93,59,73,74,44,91,8,63,122,72,126,66,332,59
NHSL1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,3,0,1,0,0,2,0,2,1,3,11,5,5,2
LYRM2,33,51,29,43,30,55,64,66,52,70,48,26,62,54,49,35,223,158,116,137,129,250,114,132,404,183,477,125,1010,149
SMAGP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,3,0
SNX14,0,1,0,0,0,0,3,0,2,0,3,1,0,1,0,0,2,2,1,2,1,3,2,0,2,2,6,0,10,0
LINC00869,2,7,3,7,10,6,10,9,10,15,10,4,16,15,9,8,39,29,16,21,22,39,5,19,111,30,118,22,193,34
DANCR,15,30,12,16,8,32,41,35,36,33,28,8,29,22,23,17,148,73,69,68,61,106,34,48,253,64,183,50,433,48
KAT14,2,2,0,2,1,2,2,6,0,1,2,1,3,1,1,0,4,3,3,1,4,11,7,5,15,6,8,1,48,4
PBXIP1,0,0,0,1,0,0,3,2,0,1,0,1,2,1,2,1,7,2,0,3,2,3,4,2,9,3,15,0,14,4
CBX8,0,2,0,1,1,1,0,3,0,0,1,0,2,3,1,2,4,2,2,1,6,3,2,5,10,3,11,3,6,2
RCN3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,1,2,0
ZNF286A,12,25,6,16,11,13,26,21,20,22,14,5,29,16,20,11,55,55,36,45,60,115,39,59,168,38,101,32,194,40
SENP7,0,3,1,1,0,1,3,2,1,1,0,0,1,0,1,2,9,5,5,2,1,2,1,2,7,2,8,5,19,1
JPH3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ZNF304,1,9,2,2,1,4,6,3,5,6,6,2,9,3,5,6,17,8,10,11,14,21,4,4,38,15,34,11,83,11
TTYH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRS2,3,8,6,4,3,8,4,9,9,9,10,5,6,7,3,2,40,15,22,11,6,24,3,6,26,19,35,7,78,9
CLTRN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
CLK4,1,9,0,3,5,9,10,8,7,9,4,1,8,3,3,11,26,17,21,23,15,36,11,40,37,18,51,8,78,13
RAB22A,8,18,7,11,7,13,22,16,14,17,17,10,24,19,25,14,66,43,29,33,35,72,12,32,88,60,120,41,241,43
CYP20A1,12,21,14,9,11,10,17,16,12,19,13,2,17,16,14,2,31,22,33,23,21,55,58,29,115,37,79,25,203,41
SPC25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,2,0,0,1,0,0,1,0,0,1,1
ABHD6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,1,0,0,1,0
NMRAL1,1,1,0,0,1,0,0,2,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,2,3,2,0,1
MIF4GD,3,4,0,1,0,2,2,4,3,1,0,2,0,1,0,2,3,5,3,4,2,2,2,1,8,4,7,2,12,7
SCYL1,2,2,0,1,0,2,0,2,1,0,1,0,1,1,0,0,6,5,4,0,2,5,5,1,13,4,7,2,27,5
AS3MT,2,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,2,0,0,3,2,3,0,0,1,3,1,3,0
TMIGD3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RHBDD2,4,0,1,0,0,0,4,1,1,3,1,0,0,2,1,1,8,2,7,4,2,3,6,1,25,2,28,2,47,4
C3orf14,0,3,0,2,0,1,0,1,2,3,1,0,4,3,2,0,8,3,5,6,7,13,7,5,9,3,6,1,19,10
WDR18,0,7,0,0,3,1,1,1,2,1,0,0,1,2,2,0,5,2,0,1,1,2,1,1,4,3,17,3,11,3
SLC24A3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3,0,2,0,0,0,2,0
NDRG3,0,0,0,0,1,1,1,0,1,0,0,0,3,0,0,2,0,2,0,2,1,0,0,3,9,0,1,1,11,3
NDRG2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
BIRC6,5,12,0,3,2,7,9,14,5,4,2,3,6,6,5,5,26,17,12,8,12,28,5,16,45,10,66,15,75,13
PLEKHG5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0
REXO1,1,4,1,2,1,2,2,3,3,4,6,2,1,8,0,1,12,8,5,2,3,7,2,3,18,13,28,1,48,13
KIAA1143,6,30,9,15,16,22,33,25,25,37,21,15,33,30,29,20,118,106,83,71,54,97,17,56,182,76,240,69,400,62
TMCC3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
GATAD2B,9,16,6,8,9,21,15,12,13,21,11,5,26,17,10,8,77,33,44,43,32,50,10,25,118,48,182,27,307,57
PPM1H,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,3,0,3,1
ISY1,4,14,5,7,2,5,9,9,7,10,7,1,7,10,1,8,32,12,20,18,12,15,12,13,56,25,67,12,160,25
MYORG,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,3,0,0,1,0,0,0,0,2,0,0,1,5,1
STRIP2,0,4,1,4,1,1,3,4,1,2,2,2,3,2,2,3,11,14,10,11,14,20,2,4,37,5,18,3,23,3
TBC1D24,5,5,3,5,3,1,5,4,3,5,0,2,3,6,11,2,10,12,14,6,7,15,4,4,35,11,23,4,36,5
SCAF4,1,5,2,1,3,3,6,4,2,5,3,2,4,6,6,0,16,6,15,8,3,12,1,4,36,11,45,3,80,4
SLC12A5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
LRRC47,0,9,4,5,3,5,3,1,4,4,8,3,2,5,8,1,24,8,8,4,12,11,10,5,51,17,53,2,63,12
ERMN,0,7,1,2,3,0,3,0,1,2,0,2,1,1,1,4,9,0,4,3,6,14,0,3,11,5,19,3,19,1
CNOT6,6,22,10,14,15,18,15,15,9,22,9,9,17,21,13,19,83,54,48,56,37,63,14,34,128,50,115,56,257,41
ZNF512B,4,4,1,1,0,2,0,1,4,0,3,2,1,1,0,0,7,1,3,2,3,3,1,4,8,5,11,0,19,4
ZNF490,5,4,3,10,3,7,7,8,6,3,6,5,9,6,5,4,25,10,15,15,19,34,6,12,57,16,83,8,113,13
PLEKHH1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,5,2,1,0,2,0,0,0,2,1,9,1,9,2
GRAMD1B,0,1,1,0,0,6,3,0,1,1,3,2,5,2,4,1,17,12,10,8,4,9,0,7,16,8,24,8,46,7
USP31,10,33,15,16,10,20,12,24,19,20,21,8,22,18,18,10,67,39,39,65,32,72,8,23,126,48,136,35,220,28
